"ConfRegionM","ConfRegionLambda"
1.54140546165944,0.146019729179898
1.54135563257147,0.161466274590113
1.53999838086246,0.591696290100295
1.53864112915344,1.03979999244724
1.53728387744443,1.50600128998536
1.53592662573542,1.99048528492952
1.5345693740264,2.49338275862463
1.53321212231739,3.01475100669223
1.53185487060837,3.55455151472534
1.53049761889936,4.11262531352
1.52944208154423,4.55798177749801
1.52914036719035,4.67539416749917
1.52778311548133,5.20844270939689
1.52642586377232,5.75635332774461
1.52506861206331,6.3184446866172
1.52371136035429,6.89383566224251
1.52235410864528,7.48144077243728
1.52099685693627,8.0799768591005
1.51963960522725,8.68798321378108
1.51900949663242,8.96994382581612
1.51828235351824,9.27189932026986
1.51692510180923,9.83402460966327
1.51556785010021,10.3997462406974
1.5142105983912,10.9676361133842
1.51285334668218,11.5363819862723
1.51149609497317,12.1048665144041
1.51013884326416,12.6722454273061
1.50878159155514,13.2380194909974
1.50843052899858,13.3819058741342
1.50742433984613,13.7622332246027
1.50606708813712,14.2712381507141
1.5047098364281,14.7794783999625
1.50335258471909,15.2882201695923
1.50199533301008,15.799125260505
1.50063808130106,16.314219252852
1.49928082959205,16.8358471424921
1.49792357788304,17.3666200559534
1.49685224589073,17.7938679224523
1.49656632617402,17.8986185214808
1.49520907446501,18.4044617210642
1.493851822756,18.926685202002
1.49249457104698,19.468098512193
1.49113731933797,20.0314806417227
1.48978006762895,20.6195506807605
1.48842281591994,21.2349481092231
1.48706556421093,21.8802229094096
1.48640856329737,22.2058299707705
1.48570831250191,22.5273644565135
1.4843510607929,23.1781821775511
1.48299380908389,23.8629432871873
1.48163655737487,24.5836045808124
1.48027930566586,25.3420880075445
1.47892205395685,26.1403142087469
1.47814427361136,26.6177920190886
1.47756480224783,26.9518260253452
1.47620755053882,27.7661898477218
1.47485029882981,28.6226440372964
1.47349304712079,29.5230803622706
1.47213579541178,30.4695330367873
1.47136366594646,31.0297540674067
1.47077854370276,31.4335280568235
1.46942129199375,32.4045293394298
1.46806404028474,33.4240614653224
1.46670678857572,34.4943808590813
1.46555770964013,35.4417161157248
1.46534953686671,35.6065091618014
1.4639922851577,36.7085058170359
1.46263503344868,37.8629415975349
1.46127778173967,39.0718001223411
1.46043002204344,39.8536781640429
1.45992053003066,40.3069008519137
1.45856327832164,41.5452717542401
1.45720602661263,42.8354477759456
1.45584877490362,44.1779802431101
1.45576119904497,44.265640212361
1.4544915231946,45.4879688929718
1.45313427148559,46.8352802467185
1.45177701977658,48.2240658652518
1.45133831196785,48.6776022606791
1.45041976806756,49.584233948449
1.44906251635855,50.9412046015219
1.44770526464953,52.3226967513124
1.4469555686367,53.0895643089973
1.44634801294052,53.6769318925405
1.44499076123151,54.9841901018233
1.44363350952249,56.2982090586969
1.44239218465441,57.5015263573154
1.44227625781348,57.6068758624007
1.44091900610447,58.8169720409992
1.43956175439545,60.0220571591051
1.43820450268644,61.221093888481
1.43741057270908,61.9134884056335
1.43684725097743,62.3731721501744
1.43548999926841,63.4624906291242
1.4341327475594,64.5455582061913
1.43277549585039,65.6239266612206
1.43188470281356,66.3254504539516
1.43141824414137,66.6729686755202
1.43006099243236,67.6730005478632
1.42870374072335,68.6773710214521
1.42734648901433,69.6893294293821
1.42598923730532,70.7122921425076
1.42595566445307,70.7374125022697
1.4246319855963,71.6974652664126
1.42327473388729,72.7021066381981
1.42191748217828,73.7312004087163
1.42056023046926,74.7882632455715
1.42010206755435,75.1493745505878
1.41920297876025,75.8555047612856
1.41784572705124,76.9489237773476
1.41648847534222,78.0822741750714
1.41513122363321,79.2576972178354
1.41478588294423,79.5613365989059
1.4137739719242,80.4704042023742
1.41241672021518,81.7277450584639
1.41105946850617,83.032095240075
1.41010543864157,83.973298647224
1.40970221679716,84.3863129976542
1.40834496508814,85.793913968786
1.40698771337913,87.2434130697127
1.40593980229551,88.3852606955422
1.40563046167011,88.7370058748671
1.4042732099611,90.2819163685048
1.40291595825209,91.8518516898665
1.4021023052821,92.7972227438603
1.40155870654307,93.4512997777094
1.40020145483406,95.0743642400715
1.39884420312505,96.700333673314
1.3984155283829,97.2091847921784
1.39748695141603,98.3308263620005
1.39612969970702,99.9540067410629
1.39477244799801,101.567237889509
1.3947265411991,101.621146840496
1.39341519628899,103.157367577311
1.39205794457998,104.737380010608
1.39094206156483,106.033108888815
1.39070069287097,106.309159660828
1.38934344116195,107.858577704414
1.38798618945294,109.420862256238
1.38710826978706,110.445070937133
1.38662893774393,110.993392250688
1.38527168603491,112.57662386946
1.3839144343259,114.21058981194
1.38339466392378,114.857032985451
1.38255718261688,115.886724781494
1.38119993090787,117.631219842484
1.37999258410363,119.268995033769
1.37984267919886,119.473027299605
1.37848542748984,121.414444253994
1.37712817578083,123.498320914726
1.37701531509741,123.680957082087
1.37577092407182,125.755375237243
1.37447653890806,128.092919130405
1.3744136723628,128.212473785575
1.37305642065379,130.956379081792
1.37234657318547,132.504881178723
1.37169916894478,134.037932220412
1.37056909185347,136.916843227041
1.37034191723576,137.562409502601
1.36910101294726,141.32880527536
1.36898466552675,141.733873806385
1.36789726191901,145.740767323678
1.36762741381774,146.912565908851
1.36691517200241,150.152729371996
1.36627016210872,153.69502504218
1.36611739494619,154.564691420314
1.36546910427814,158.976653468632
1.36493967933614,163.38861551695
1.36491291039971,163.651502710833
1.36449755943329,167.800577565268
1.36412200951947,172.212539613586
1.36379464930633,176.624501661904
1.36355565869069,180.225633157235
1.36350204309875,181.036463710223
