"ConfRegionM","ConfRegionLambda"
1.36215106068608,634.629706341106
1.36234022175964,636.262404952766
1.36285647231468,640.577985413798
1.36339837765504,644.893565874831
1.36358090058219,646.298637633335
1.36398317758837,649.209146335863
1.36460797740663,653.524726796896
1.36501074047831,656.177071941082
1.36528289947235,657.840307257928
1.36602208120448,662.155887718961
1.36644058037442,664.476724841099
1.36683331249684,666.471468179993
1.36772751103149,670.787048641026
1.36787042027053,671.44753336912
1.36874507922755,675.102629102058
1.36930026016665,677.317815098181
1.36989005573177,679.418209563091
1.37073010006276,682.301503170579
1.37120365477623,683.733790024123
1.37215993995888,686.551193434157
1.37274403373774,688.049370485156
1.37358977985499,690.187390086416
1.37458987392041,692.364950946188
1.3750196197511,693.298836933711
1.37644945964722,695.952409370824
1.37691744724173,696.680531407221
1.37787929954333,698.204480407995
1.37930913943945,700.084086573205
1.38016793679185,700.996111868253
1.38073897933556,701.62625161494
1.38216881923168,702.859608388543
1.38359865912779,703.78435947559
1.3850284990239,704.414042015371
1.38645833892002,704.757392756513
1.38788817881613,704.818296884256
1.38931801871225,704.595777830301
1.39074785860836,704.084144597185
1.39217769850447,703.273456681783
1.39360753840059,702.150511036726
1.39475682481289,700.996111868253
1.3950373782967,700.716522126075
1.39646721819282,699.030125115764
1.39789705808893,697.028326428077
1.39811894457494,696.680531407221
1.39932689798504,694.849273185466
1.40075673788116,692.433551551998
1.40079468583506,692.364950946188
1.40218657777727,689.986617189443
1.40325480231165,688.049370485156
1.40361641767339,687.436770925863
1.4050462575695,684.940198673169
1.40572252633625,683.733790024123
1.40647609746561,682.49566202529
1.40790593736173,680.133910059702
1.4083397107469,679.418209563091
1.40933577725784,677.913047804583
1.41076561715396,675.778125205036
1.41122299972774,675.102629102058
1.41219545705007,673.783711275268
1.41362529694619,671.872494127754
1.41444634696592,670.787048641026
1.4150551368423,670.041015794573
1.41648497673841,668.288626689896
1.41791481663453,666.537423703456
1.41796751286853,666.471468179993
1.41934465653064,664.845128501356
1.42077449642676,663.11249361534
1.42153312679206,662.155887718961
1.42220433632287,661.343249182571
1.42363417621898,659.512565828684
1.42486177724253,657.840307257928
1.4250640161151,657.570936583824
1.42649385601121,655.517184226516
1.42777304660448,653.524726796896
1.42792369590733,653.291154474904
1.42935353580344,650.877755679716
1.43025773720124,649.209146335863
1.43078337569955,648.227480560437
1.43221321559567,645.305089232402
1.43239868316606,644.893565874831
1.43364305549178,642.059402152507
1.434241114477,640.577985413798
1.4350728953879,638.446296484925
1.43586163970192,636.262404952766
1.43650273528401,634.414934109506
1.43730244227791,631.946824491733
1.43793257518013,629.91539708688
1.43860088711151,627.631244030701
1.43936241507624,624.909727449188
1.43978776062576,623.315663569668
1.44079225497235,619.386364591304
1.44088748240599,619.000083108636
1.44191658689409,614.684502647603
1.44222209486847,613.3606926447
1.44289750717831,610.368922186571
1.44365193476458,606.941536720441
1.44384523747654,606.053341725538
1.44477388182846,601.737761264506
1.4450817746607,600.300671999822
1.44569942639512,597.422180803473
1.44651161455681,593.664181149607
1.44663338622165,593.106600342441
1.44759623496863,588.791019881408
1.44794145445292,587.290065353563
1.44860231788685,584.475439420376
1.44937129434904,581.335846595926
1.44966732949148,580.159858959344
1.45080113424515,575.885613009646
1.45081246891539,575.844278498311
1.45206849785311,571.528698037279
1.45223097414127,571.005497537303
1.45345480854468,567.213117576246
1.45366081403738,566.616578281469
1.45499929109137,562.897537115214
1.45509065393349,562.660316131481
1.45652049382961,559.101835575209
1.4567389129809,558.581956654181
1.45795033372572,555.874724312143
1.45870213015668,554.266376193149
1.45938017362184,552.896588260155
1.46081001351795,550.122722180388
1.46090242733905,549.950795732116
1.46223985341407,547.57495536412
1.46336922283559,545.635215271084
1.46366969331018,545.137404875807
1.46509953320629,542.840966809527
1.46606966086189,541.319634810051
1.46652937310241,540.613166386035
1.46795921299852,538.456856583972
1.46893152132107,537.004054349019
1.46938905289464,536.322178878223
1.47081889279075,534.198903288912
1.47182609425102,532.688473887986
1.47224873268686,532.044221809426
1.47367857258298,529.833680744293
1.47459639920399,528.372893426954
1.47510841247909,527.528277952934
1.47653825237521,525.086171288192
1.47711632660559,524.057312965921
1.47796809227132,522.455950205621
1.47933066488969,519.741732504889
1.47939793216743,519.598423311215
1.48082777206355,516.403963565079
1.48124067676902,515.426152043856
1.48225761195966,512.813511559295
1.48288373940571,511.110571582824
1.48368745185578,508.725853834035
1.48430564197276,506.794991121791
1.48511729175189,504.028833567379
1.48555242873017,502.479410660759
1.48654713164801,498.639879993445
1.48666620736105,498.163830199726
1.4876869429556,493.848249738694
1.48797697154412,492.567066548519
1.48864929036609,489.532669277661
1.48940681144023,486.032811419134
1.48958124540337,485.217088816629
1.49051712828116,480.901508355596
1.49083665133635,479.471394605545
1.49148135805708,476.585927894564
1.49226649123246,473.23213763962
1.49249353742413,472.270347433531
1.49358242781728,467.954766972499
1.49369633112858,467.536500454026
1.49477640491593,463.639186511466
1.49512617102469,462.472420778107
1.49609317079822,459.323606050434
1.4965560109208,457.93507868157
1.49756146489636,455.008025589401
1.49798585081692,453.87016186553
1.49921334090743,450.692445128369
1.49941569071303,450.209045154169
1.50084553060915,446.934265262075
1.50110039269146,446.376864667336
1.50227537050526,443.998833734221
1.50327615734727,442.061284206304
1.50370521040137,441.288458889003
1.50513505029749,438.84169159844
1.50580812417061,437.745703745271
1.5065648901936,436.591221483209
1.50799473008972,434.510488741684
1.5087710380404,433.430123284239
1.50942456998583,432.570419937296
1.51085440988194,430.763332678836
1.51218752912792,429.114542823206
1.51228424977806,429.000292429895
1.51371408967417,427.362845937447
1.51514392957029,425.71604855331
1.51593426423899,424.798962362174
1.5165737694664,424.080504330634
1.51800360936252,422.438894279248
1.51943344925863,420.703871724996
1.51960827543096,420.483381901141
1.52086328915474,418.930184545334
1.52229312905086,417.011073433689
1.52287729089501,416.167801440109
1.52372296894697,414.958753222408
1.52515280884309,412.724099690975
1.52566612760166,411.852220979076
1.5265826487392,410.300792051688
1.52801248863531,407.63260668986
1.5280604390701,407.536640518044
1.52944232853143,404.77481804043
1.53015677628602,403.221060057011
1.53087216842754,401.667492703975
1.532056402199,398.905479595979
1.53230200832366,398.334761800471
1.53373184821977,394.822272488632
1.53382215220978,394.589899134946
1.53516168811588,391.1878700894
1.53550752886056,390.274318673914
1.536591528012,387.466443646789
1.53715801565895,385.958738212881
1.53802136790811,383.721096174998
1.53881024794377,381.643157751849
1.53945120780423,380.009794743362
1.54049663415194,377.327577290817
1.54088104770034,376.378515401448
1.5422455576177,373.011996829784
1.54231088759646,372.857455509498
1.54374072749257,369.499994751142
1.54408524266038,368.696416368751
1.54517056738868,366.27789163616
1.54602863964013,364.380835907719
1.5466004072848,363.171214831919
1.54803024718091,360.16779876517
1.54807936952875,360.065255446687
1.54946008707703,357.297404812723
1.55023240055258,355.749674985654
1.55088992697314,354.477444539016
1.55231976686925,351.698885162428
1.55245526191213,351.434094524622
1.55374960676537,348.974152151181
1.55471145668896,347.118514063589
1.55517944666148,346.23461012673
1.5566092865576,343.48709531766
1.55695854243373,342.802933602557
1.55803912645371,340.71538529211
1.55916247012184,338.487353141524
1.55946896634982,337.884375098796
1.56089880624594,335.004987500649
1.56130233857503,334.171772680492
1.56232864614205,332.059504851625
1.56337042803513,329.856192219459
1.56375848603817,329.035125536408
1.56518832593428,325.940435411715
1.56536958444913,325.540611758427
1.5666181658304,322.780816622356
1.56730832230565,321.225031297394
1.56804800572651,319.5515648418
1.56919791873873,316.909450836362
1.56947784562262,316.263308616441
1.57090768551874,312.930535835338
1.57105118225902,312.593870375329
1.57233752541485,309.56450750746
1.57288059601002,308.278289914297
1.57376736531097,306.1684805107
1.57469204631897,303.962709453264
1.57519720520708,302.750843426283
1.57649051023378,299.647128992232
1.57662704510319,299.3170631102
1.57805688499931,295.871130432958
1.5782814033607,295.331548531199
1.57948672489542,292.406829560687
1.58006104630653,291.015968070167
1.58091656479154,288.916968015047
1.58182172651662,286.700387609134
1.58234640468765,285.393462904719
1.58355623323001,282.384807148102
1.58377624458376,281.82576605732
1.58520608447988,278.200265823931
1.58525802120744,278.069226687069
1.58663592437599,274.497226987002
1.58692356055759,273.753646226037
1.58806576427211,270.705935998282
1.58854292950836,269.438065765004
1.58949560416822,266.814745175009
1.59011422071436,265.122485303972
1.59092544406433,262.815449226104
1.59163885824188,260.806904842939
1.59235528396045,258.706082022634
1.59312176202434,256.491324381907
1.59378512385656,254.494460172743
1.59457138897812,252.175743920874
1.59521496375268,250.20194987947
1.59599981430994,247.860163459842
1.59664480364879,245.866292260091
1.59742299979223,243.544582998809
1.59807464354491,241.541789152373
1.5988613616215,239.229002537777
1.59950448344102,237.295286388735
1.60034069607181,234.913422076744
1.60093432333713,233.197689010124
1.60189341335243,230.597841615712
1.60236416323325,229.312954834236
1.60355978853268,226.282261154679
1.60379400312936,225.688317535811
1.60522384302548,222.344831572509
1.60539919970284,221.966680693647
1.60665368292159,219.2794575021
1.6074840104951,217.651100232614
1.6080835228177,216.483070167915
1.60951336271382,213.921620301641
1.60986510401499,213.335519771582
1.61094320260993,211.543035147775
1.61237304250605,209.320415559085
1.61257479575118,209.019939310549
1.61380288240216,207.174797713931
1.61523272229827,205.088958907854
1.61549749443043,204.704358849517
1.61666256219439,202.968977165649
1.6180924020905,200.801501601072
1.61835526169454,200.388778388484
1.61952224198662,198.471773757781
1.62089791338056,196.073197927452
1.62095208188273,195.972863394819
1.62238192177885,193.132079372057
1.62301865670429,191.757617466419
1.62381176167496,189.900225612022
1.62477133096652,187.442037005387
1.62524160157107,186.120134654583
1.62621542050322,183.126456544354
1.62667144146719,181.579412462793
1.62742150603397,178.810876083322
1.6281012813633,176.050044224868
1.62845615771855,174.495295622289
1.62936860005569,170.179715161257
1.62953112125942,169.374724599597
1.63019781391721,165.864134700224
1.63096096115553,161.760593629883
1.63099848879664,161.548554239192
1.63178576145965,157.23297377816
1.63239080105164,154.082372000158
1.63260684798362,152.917393317127
1.63347686340882,148.601812856095
1.63382064094776,147.053571564899
1.63442086074458,144.286232395062
1.63525048084387,140.835338134786
1.63545495641407,139.97065193403
1.63658463065522,135.655071472997
1.63668032073999,135.322226993522
1.63781127079399,131.339491011965
1.6381101606361,130.36735694503
1.63912830757384,127.023910550932
1.63954000053221,125.753307900316
1.64051892694955,122.7083300899
1.64096984042833,121.363209428253
1.64195913447601,118.392749628867
1.64239968032444,117.095481100659
1.64341943735206,114.077169167835
1.64382952022056,112.857550663658
1.64486722774341,109.761588706802
1.64525936011667,108.554582898635
1.64626912667246,105.44600824577
1.64668920001278,104.07228550141
1.64759256536788,101.130427784737
1.6481190399089,99.2476599345369
1.64880615768635,96.8148473237046
1.64954887980501,93.8106351252128
1.6498787594984,92.4992668626721
1.65078588894967,88.1836864016396
1.65097871970113,87.0093085230433
1.65151002581083,83.8681059406072
1.65201797885436,79.5525254795747
1.65229240700319,75.2369450185422
1.65232124843389,70.9213645575097
1.65208772675306,66.6057840964772
1.65156885352497,62.2902036354447
1.65097871970113,59.2105047866843
1.6507413172344,57.9746231744122
1.64958483866547,53.6590427133797
1.64954887980501,53.5540191207014
1.6481190399089,49.5073189294248
1.64805854431404,49.3434622523472
1.64668920001278,46.2865944126036
1.64608594261584,45.0278817913147
1.64525936011667,43.5438309088068
1.64382952022056,41.1798306488748
1.64352329846203,40.7123013302823
1.64239968032444,39.177947033465
1.64096984042833,37.4273994879493
1.64002313719782,36.3967208692498
1.63954000053221,35.9101786497696
1.6381101606361,34.6290099545113
1.63668032073999,33.528927835641
1.63525048084387,32.6004602816696
1.63428930211409,32.0811404082173
1.63382064094776,31.8378582064712
1.63239080105164,31.2312607861318
1.63096096115553,30.7601195061498
1.62953112125942,30.4133800671847
1.6281012813633,30.1794902453627
1.62667144146719,30.0463995194592
1.62524160157107,30.0015714898393
1.62381176167496,30.032025834847
1.62238192177885,30.1244249865537
1.62095208188273,30.2652175492459
1.61952224198662,30.4408454338398
1.6180924020905,30.6380147073658
1.61666256219439,30.8440216429443
1.61523272229827,31.0471162916237
1.61380288240216,31.236877441502
1.61237304250605,31.4045667068276
1.61094320260993,31.5434272321983
1.60951336271382,31.6488951054702
1.6080835228177,31.7186991409843
1.60665368292159,31.7528362446134
1.60522384302548,31.7534232008113
1.60379400312936,31.7244390392528
1.60236416323325,31.6713828650893
1.60093432333713,31.6008785579314
1.59950448344102,31.5202594429918
1.59807464354491,31.4371633158829
1.59664480364879,31.3591622320583
1.59521496375268,31.2934437928181
1.59378512385656,31.246552776951
1.59235528396045,31.2241950560801
1.59092544406433,31.2311005012805
1.58949560416822,31.2709382850781
1.58806576427211,31.3462764886202
1.58663592437599,31.4585778905968
1.58520608447988,31.6082247911385
1.58377624458376,31.7945672519406
1.58234640468765,32.0159908070328
