    0.320092106505855678E+00    0.289388943403094734E+01    0.157615450580450727E+02    0.121745767196299148E+01    0.126661841564788524E+01    0.879820686967676402E-01    0.607751636942061246E+01    0.966182015373189540E-01    0.107200604978269864E+01    0.856227698559315908E+00    0.111350468609251907E+01   -0.863755202396896127E-01   -0.371873557684097177E+05
    0.333379411236892131E+00    0.289079807823413582E+01    0.158784207464658174E+02    0.119614641396231636E+01    0.129101297557169747E+01    0.980643315657207942E-01    0.606395160734714445E+01    0.169151492011778565E+00    0.107163832175428908E+01    0.251355551404895350E+00    0.103479305968717439E+01   -0.863683956054112356E-01   -0.371871159209584366E+05
    0.333776481681401505E+00    0.294476846039768780E+01    0.159668645557691598E+02    0.121628037450167481E+01    0.126626364080222431E+01    0.997589774023964898E-01    0.607809198127628481E+01    0.241961370144644639E+00    0.888758508934636149E+00    0.871110451551369125E+00    0.106668055756143532E+01   -0.894071451293293740E-01   -0.371868010375067970E+05
    0.331997975560061387E+00    0.289231225327935881E+01    0.158483620491603894E+02    0.128567736273264033E+01    0.119858979003980415E+01    0.103467765253466654E+00    0.606675968334477833E+01    0.191084455087685512E+00    0.898469800791259265E+00    0.143737982760813759E+00    0.920725559228564028E+00   -0.862872698427937512E-01   -0.371866721745040049E+05
    0.339911820445798096E+00    0.292083863315024672E+01    0.159922411577431838E+02    0.119449000138759831E+01    0.128404593527739164E+01    0.949834463614051550E-01    0.607709137779022512E+01    0.250101583978389608E+00    0.923864277955452673E+00    0.246986757585734851E+00    0.105541303537984699E+01   -0.875267752218442108E-01   -0.371866026782716435E+05
    0.338923438721346781E+00    0.288589397330405006E+01    0.158790310649711763E+02    0.115303539372024000E+01    0.131915389246055681E+01    0.952290217628465746E-01    0.607415298138885706E+01    0.908527764375921670E-01    0.105569057222100549E+01    0.999568964211159927E-01    0.105096714298461880E+01   -0.867581896920824880E-01   -0.371861452078988368E+05
    0.317186502539391457E+00    0.292325226970876617E+01    0.159563732030280292E+02    0.126708789846320968E+01    0.121288593198983929E+01    0.863027155936561402E-01    0.608294832355435666E+01    0.154587803812294866E+00    0.994854824484748823E+00    0.581856945638842826E+00    0.105925794658780847E+01   -0.880807274261818651E-01   -0.371860478659674627E+05
    0.320742860168400756E+00    0.291550294080810435E+01    0.159757569510889645E+02    0.115294845829947779E+01    0.131976698716910157E+01    0.899952018640949175E-01    0.607229129468446338E+01    0.170974048765821646E+00    0.106154814168328371E+01    0.220975226150301768E+00    0.104383394540767749E+01   -0.875796758644563633E-01   -0.371858785648581252E+05
    0.311465415607992513E+00    0.289986947615356794E+01    0.159962650151468360E+02    0.124063974425704160E+01    0.125519920904571802E+01    0.828570764591915337E-01    0.608459065237418528E+01    0.102074508987477150E-01    0.109120086717788634E+01    0.344358565163459029E+00    0.923740610213720004E+00   -0.874545033745171285E-01   -0.371855264745169698E+05
    0.323174545613899356E+00    0.286050429938448314E+01    0.157186205874185703E+02    0.117905684609222172E+01    0.130598220012174804E+01    0.953212598460714128E-01    0.606659793000007674E+01    0.636059368710983619E-01    0.919271660891899045E+00    0.214996186184608584E+00    0.104561889786825102E+01   -0.862615381447723595E-01   -0.371854723901598700E+05
