    0.329245133866650219E+00    0.133347746840068559E+01    0.152310564987556809E+02    0.123945437146279680E+01    0.264343973743418559E+01    0.228827419280217770E+00    0.932773076900654030E+00    0.613989703687000610E+01    0.579541873452993084E+01    0.267784790112449400E+01    0.101710032018626939E+00    0.465866553633182620E-01    0.610063834984908127E+01    0.565121778362315563E+01    0.113636010414585131E+01    0.101796295886811627E+01    0.267031988172507617E+00    0.953323457235495941E+00   -0.493562482130482927E-02   -0.387521767015997498E-01   -0.363251189999516864E+05
    0.320092483256691318E+00    0.132688854706834847E+01    0.146639203250849484E+02    0.122726688381078719E+01    0.261444253171623675E+01    0.218029910546632955E+00    0.939584829694931178E+00    0.614981329831260126E+01    0.579341677620424811E+01    0.266606567710760922E+01    0.962147466672585994E-01    0.235288786197244998E+00    0.610920417671560401E+01    0.593490377790734858E+01    0.100784512913411595E+01    0.104792446114833160E+01    0.194065872611735961E-01    0.102399601344937063E+01   -0.461985299177938846E-02   -0.384539271266247928E-01   -0.363249484212741081E+05
    0.342790051330907897E+00    0.151750062901116811E+01    0.137035291041246055E+02    0.109169724273600344E+01    0.254729746683403224E+01    0.233379050138069838E+00    0.940968594191539887E+00    0.617147603097895292E+01    0.582163647322735578E+01    0.257255149174052766E+01    0.118800868280694846E+00    0.534184115250133318E+00    0.612237478294379311E+01    0.537459216443396404E+01    0.881493758538253291E+00    0.108752835624195243E+01    0.139340736128992365E-01    0.110575574639934882E+01   -0.619372357490738379E-02   -0.396935464055952203E-01   -0.363245020801833816E+05
    0.339205387232868139E+00    0.135296351926046010E+01    0.139578380504722119E+02    0.117178216320250250E+01    0.254615079704523284E+01    0.287527228830988413E+00    0.964540938524351077E+00    0.616217158583659419E+01    0.580853786469811162E+01    0.264246524847413333E+01    0.134240937983768682E+00    0.331156708831839230E+00    0.609286267537273662E+01    0.522557576421756664E+01    0.161609260655073683E+01    0.944292822689724365E+00    0.163384339548971025E+00    0.924784188558208875E+00   -0.668154534327664029E-02   -0.383935121604765950E-01   -0.363236321976539912E+05
    0.321577767319716323E+00    0.143161048802045543E+01    0.155947999851584882E+02    0.120833832464159219E+01    0.256607847508377951E+01    0.277241527225038142E+00    0.961316171095634719E+00    0.613409684863779248E+01    0.573367771997354492E+01    0.257957827056135258E+01    0.114255872369293437E+00    0.641756007965517794E+00    0.609993550118571815E+01    0.577855261613304183E+01    0.132226122456549700E+01    0.103642979708842176E+01    0.447580019793205497E+00    0.864576816518374702E+00   -0.619429159061038459E-02   -0.395987730364364410E-01   -0.363233886349595559E+05
    0.317341784783140513E+00    0.137033694707689113E+01    0.156457392767521029E+02    0.126781487470149656E+01    0.263200312601318975E+01    0.234612607863238759E+00    0.955518164819624927E+00    0.615737719326772126E+01    0.580388921188475848E+01    0.264882768471793284E+01    0.984731104802899493E-01    0.280949775277669289E+00    0.609676474443827576E+01    0.558443663459356188E+01    0.128060038252799346E+01    0.101383356490838472E+01    0.112975296192416044E+00    0.863270520332634628E+00   -0.569653377016460238E-02   -0.394342087282013032E-01   -0.363214827879469376E+05
    0.320350906245595424E+00    0.146789237554120766E+01    0.154885001632615626E+02    0.119971703842611355E+01    0.259788496793886781E+01    0.231057694290457027E+00    0.953387552823443229E+00    0.616190136349508677E+01    0.580601077553299216E+01    0.261705626948103776E+01    0.112056153771383490E+00    0.608692690627634314E+00    0.611048352135259698E+01    0.582285518922506817E+01    0.105415290413775198E+01    0.908004652476881113E+00    0.111860190859711509E+00    0.924702007524789926E+00   -0.581272365887267051E-02   -0.395023949017153375E-01   -0.363210199701568854E+05
    0.316910986938556072E+00    0.115917589627681461E+01    0.113984942102228004E+02    0.110599228601785282E+01    0.250051306673372453E+01    0.275880187553645739E+00    0.434665134395142372E+00    0.522453352130625248E+01    0.609844704981178953E+01    0.271087064191567251E+01    0.261981461021384920E+00    0.723933485768948670E+00    0.610340973680262877E+01    0.585531721429258134E+01    0.140113787971428128E+01    0.101930696550858424E+01    0.154041176869019525E+00    0.917151846156807338E+00    0.463304812878172156E+00    0.498625882697069311E+00   -0.363397842508253525E+05
    0.328371980119103013E+00    0.105536869184415028E+01    0.112248181196075585E+02    0.117109862403790266E+01    0.238483528237998410E+01    0.129075528719182681E+00    0.763238077714210150E+00    0.533771334873475123E+01    0.609589507711154255E+01    0.265009953025998701E+01    0.225854102008622437E+00    0.730279980649125138E+00    0.610693098005809265E+01    0.566367736378039144E+01    0.452747857154476518E+00    0.789469689374330041E+00    0.571568261055472870E+00    0.109613670740281766E+01    0.456842215475320224E+00    0.498293068431544084E+00   -0.363376011268208822E+05
    0.320871377875015906E+00    0.172288469763212215E+01    0.158408323850657240E+02    0.106652292199130683E+01    0.218460582965415417E+01    0.251892204513633811E+00    0.263006227360471689E+00    0.544515152779754175E+01    0.609200398934985277E+01    0.264365022651198656E+01    0.200340476864016348E+00    0.785825261502761885E+00    0.611479702948641712E+01    0.568037364628905017E+01    0.818985607711652852E+00    0.901148119994198193E+00    0.777100575132697313E-01    0.877766646896482761E+00    0.449188375868918022E+00    0.498591724666285097E+00   -0.363370202604621227E+05
