"","ConfRegionR","ConfRegionM"
"82",9.30257947220528,1.4481941306445
"83",9.29563441914896,1.44906251635855
"84",9.28419740972973,1.45041976806756
"85",9.27221723353281,1.45177701977658
"86",9.27021629593174,1.45199863965777
"87",9.25919360869635,1.45313427148559
"88",9.24575228535183,1.4544915231946
"89",9.2378531196582,1.45528421671862
"90",9.23183691240055,1.45584877490362
"91",9.21745602998678,1.45720602661263
"92",9.20548994338466,1.45834821431494
"93",9.20309749028056,1.45856327832164
"94",9.18838303571127,1.45992053003066
"95",9.17406190024374,1.46127778173967
"96",9.17312676711112,1.46137028226622
"97",9.15966875685882,1.46263503344868
"98",9.14581823267006,1.4639922851577
"99",9.14076359083758,1.46451527431394
"100",9.13238207171111,1.46534953686671
"101",9.11951131030618,1.46670678857572
"102",9.10840041456404,1.46795330010668
"103",9.10739043630044,1.46806404028474
"104",9.09594676477928,1.46942129199375
"105",9.08533639287508,1.47077854370276
"106",9.0760372382905,1.47207516798123
"107",9.07559966361434,1.47213579541178
"108",9.06684690339812,1.47349304712079
"109",9.0590337335041,1.47485029882981
"110",9.05220828235906,1.47620755053882
"111",9.0464277251937,1.47756480224783
"112",9.04367406201696,1.47837175082221
"113",9.04181480359195,1.47892205395685
"114",9.0384286263144,1.48027930566586
"115",9.03625487096877,1.48163655737487
"116",9.03536191897759,1.48299380908389
"117",9.03581258354666,1.4843510607929
"118",9.03765738189152,1.48570831250191
"119",9.04092685614321,1.48706556421093
"120",9.04367406201696,1.48786546763191
"121",9.04566922685973,1.48842281591994
"122",9.05188539757624,1.48978006762895
"123",9.05941431925553,1.49113731933797
"124",9.06811466640843,1.49249457104698
"125",9.0760372382905,1.49360681414131
"126",9.07774613827517,1.493851822756
"127",9.08784969318103,1.49520907446501
"128",9.0983417235898,1.49656632617402
"129",9.10840041456404,1.49785660466156
"130",9.10887983444858,1.49792357788304
"131",9.11843033644522,1.49928082959205
"132",9.12746900168903,1.50063808130106
"133",9.13572883022654,1.50199533301008
"134",9.14076359083758,1.50293423657559
"135",9.14272678317601,1.50335258471909
"136",9.14809634225493,1.5047098364281
"137",9.1522392537322,1.50606708813712
"138",9.15503724827003,1.50742433984613
"139",9.15640953914159,1.50878159155514
"140",9.15631325930939,1.51013884326416
"141",9.15474195553073,1.51149609497317
"142",9.15172246270739,1.51285334668218
"143",9.14731058478231,1.5142105983912
"144",9.14158604780518,1.51556785010021
"145",9.14076359083758,1.51572479988733
"146",9.13418383042879,1.51692510180923
"147",9.12561629402235,1.51828235351824
"148",9.11609935399416,1.51963960522725
"149",9.10840041456404,1.52064412076922
"150",9.10568946175818,1.52099685693627
"151",9.09439326245244,1.52235410864528
"152",9.08267568937586,1.52371136035429
"153",9.0760372382905,1.52445098729702
"154",9.07063617171759,1.52506861206331
"155",9.05844908457631,1.52642586377232
"156",9.04630526293469,1.52778311548133
"157",9.04367406201696,1.52807322820617
"158",9.03435406373598,1.52914036719035
"159",9.02268826494628,1.53049761889936
"160",9.01137177096869,1.53185487060837
"161",9.01131088574341,1.53186223063705
"162",9.0005241089516,1.53321212231739
"163",8.99015354550768,1.5345693740264
"164",8.98029759555763,1.53592662573542
"165",8.97894770946987,1.53611933582391
"166",8.97095901044893,1.53728387744443
"167",8.96219004199652,1.53864112915344
"168",8.95401071693273,1.53999838086246
"169",8.94658453319633,1.54132749540217
"170",8.94642735789804,1.54135563257147
"171",8.93932022275657,1.54271288428048
"172",8.93282687185733,1.5440701359895
"173",8.92694257554961,1.54542738769851
"174",8.92165849869218,1.54678463940752
"175",8.91696193029789,1.54814189111654
"176",8.91422135692279,1.54904126504268
"177",8.91278172978057,1.54949914282555
"178",8.9090641586423,1.55085639453456
"179",8.90589201067943,1.55221364624358
"180",8.90323709389173,1.55357089795259
"181",8.90106765870391,1.5549281496616
"182",8.89934858261444,1.55628540137062
"183",8.8980416095327,1.55764265307963
"184",8.89710564711736,1.55899990478865
"185",8.89649711735422,1.56035715649766
"186",8.89617034851796,1.56171440820667
"187",8.89607799113871,1.56307165991569
"188",8.89617143708884,1.5644289116247
"189",8.89640121967579,1.56578616333371
"190",8.89671737372822,1.56714341504273
"191",8.89706973796855,1.56850066675174
"192",8.89740818722639,1.56985791846075
"193",8.89768278896798,1.57121517016977
"194",8.8978438869425,1.57257242187878
"195",8.89784212434239,1.57392967358779
"196",8.89762842978466,1.57528692529681
"197",8.8971540018868,1.57664417700582
"198",8.8963703426504,1.57800142871483
"199",8.89522940676856,1.57935868042385
"200",8.89368395370522,1.58071593213286
"201",8.89168821184037,1.58207318384188
"202",8.8891989879722,1.58343043555089
"203",8.8861773779383,1.5847876872599
"204",8.88259124888853,1.58614493896892
"205",8.88185818064925,1.58639338714896
"206",8.87822561551286,1.58750219067793
"207",8.87322484881677,1.58885944238694
"208",8.86766228630328,1.59021669409596
"209",8.86159774322686,1.59157394580497
"210",8.85512707540083,1.59293119751398
"211",8.84949500437571,1.59407328469011
"212",8.84836356067175,1.594288449223
"213",8.84146184655015,1.59564570093201
"214",8.83481648023593,1.59700295264102
"215",8.82867374981191,1.59836020435004
"216",8.82328464435808,1.59971745605905
"217",8.81888719382764,1.60107470776807
"218",8.81713182810217,1.601822498772
"219",8.81575106386499,1.60243195947708
"220",8.81401053667286,1.60378921118609
"221",8.81366596875776,1.60514646289511
"222",8.81473004436184,1.60650371460412
"223",8.81713182810217,1.60784034778126
"224",8.81717075740107,1.60786096631313
"225",8.82115488429783,1.60921821802215
"226",8.82641425943146,1.61057546973116
"227",8.83280031717666,1.61193272144017
"228",8.84014936580945,1.61328997314919
"229",8.84829428666363,1.6146472248582
"230",8.84949500437571,1.61482892292963
"231",8.85746110995387,1.61600447656721
"232",8.86714958877233,1.61736172827623
"233",8.87714269620862,1.61871897998524
"234",8.88185818064925,1.61933885316052
"235",8.88750299969072,1.62007623169425
"236",8.89806326322945,1.62143348340327
"237",8.90856074451676,1.62279073511228
"238",8.91422135692279,1.62352212128219
"239",8.91904076495932,1.6241479868213
"240",8.92945776990684,1.62550523853031
"241",8.93965180704448,1.62686249023932
"242",8.94658453319633,1.62780011872872
"243",8.94966604181066,1.62821974194834
"244",8.95955853960258,1.62957699365735
"245",8.96922668990554,1.63093424536636
"246",8.97869593185818,1.63229149707538
"247",8.97894770946987,1.63232774011427
"248",8.98812587680028,1.63364874878439
"249",8.99742080977058,1.6350060004934
"250",9.00662193299032,1.63636325220242
"251",9.01131088574341,1.63705609363857
"252",9.01583139626027,1.63772050391143
"253",9.02509212124873,1.63907775562044
"254",9.03440613300747,1.64043500732946
"255",9.04367406201696,1.6417681665552
"256",9.04384239472876,1.64179225903847
"257",9.05349228946701,1.64314951074748
"258",9.06337351725091,1.6445067624565
"259",9.07357508184309,1.64586401416551
"260",9.0760372382905,1.64618075333041
"261",9.08408391860071,1.64722126587453
"262",9.09500354399436,1.64857851758354
"263",9.10647077784257,1.64993576929255
"264",9.10840041456404,1.65015378268816
"265",9.11826196117562,1.65129302100157
"266",9.13065622987802,1.65265027271058
"267",9.14076359083758,1.65369332109554
"268",9.14369733096046,1.65400752441959
"269",9.15705757786706,1.65536477612861
"270",9.17132403028612,1.65672202783762
"271",9.17312676711112,1.65688389477976
"272",9.18580678538282,1.65807927954663
"273",9.20119620443193,1.65943653125565
"274",9.20548994338466,1.65979280363975
"275",9.21698032304514,1.66079378296466
"276",9.23363203956622,1.66215103467367
"277",9.2378531196582,1.66247500065993
"278",9.25079461179202,1.66350828638269
"279",9.2689777266396,1.6648655380917
"280",9.27021629593174,1.6649530740816
"281",9.28777599085344,1.66622278980072
"282",9.30257947220528,1.66722702151012
"283",9.30778177705088,1.66758004150973
"284",9.32886941640484,1.66893729321874
"285",9.33494264847882,1.66930882471512
"286",9.35145544369042,1.67029454492776
"287",9.36730582475236,1.67119620930005
"288",9.37574267492182,1.67165179663677
"289",9.39966900102591,1.67289448420388
"290",9.40205957586197,1.67300904834578
"291",9.43117573632084,1.6743663000548
"292",9.43203217729945,1.67440534616815
"293",9.46408371927782,1.67572355176381
"294",9.46439535357299,1.67573622603948
"295",9.49675852984653,1.67689556841021
"296",9.50281239850261,1.67708080347282
"297",9.52912170612007,1.67789344853407
"298",9.55010622380678,1.67843805518184
"299",9.56148488239361,1.67873979216273
"300",9.59384805866715,1.6794496136338
"301",9.61302702864372,1.67979530689085
"302",9.62621123494069,1.68004175301972
"303",9.65857441121423,1.6805428063559
"304",9.69093758748777,1.6809822542705
"305",9.70430012773026,1.68115255859986
"306",9.72330076376131,1.68140427284765
"307",9.75566394003485,1.6818516565841
"308",9.7880271163084,1.68236524019282
"309",9.79564807574897,1.68250981030888
"310",9.82039029258194,1.682988922836
"311",9.85275346885548,1.68374317693821
"312",9.85721313284492,1.68386706201789
"313",9.88511664512902,1.68464840859412
"314",9.902865617622,1.6852243137269
"315",9.91747982140256,1.68570107767118
"316",9.94135855045311,1.68658156543592
"317",9.9498429976761,1.68689617800952
"318",9.97529865385347,1.68793881714493
"319",9.98220617394964,1.68822409442688
"320",10.0062365120483,1.68929606885395
"321",10.0145693502232,1.68967244655168
"322",10.0351503406549,1.69065332056296
"323",10.0469325264967,1.69122437540175
"324",10.0627126780801,1.69201057227197
"325",10.0792957027703,1.69285345624609
"326",10.0894459358885,1.69336782398099
"327",10.1116588790438,1.69451711439957
"328",10.115842118969,1.69472507569
"329",10.1426276979722,1.69608232739901
"330",10.1440220553173,1.69615429462933
"331",10.1712693914746,1.69743957910803
"332",10.1763852315909,1.69768328720149
"333",10.2036223361958,1.69879683081704
"334",10.2087484078644,1.69900669313394
"335",10.241111584138,1.70004884533778
"336",10.2458417680981,1.70015408252605
"337",10.2734747604115,1.70076366707442
"338",10.305837936685,1.70112792787508
"339",10.3382011129586,1.70114760847823
"340",10.3705642892321,1.70083818712839
"341",10.4029274655057,1.70021723843973
"342",10.4051554635451,1.70015408252605
"343",10.4352906417792,1.69930880217555
"344",10.4492513239833,1.69879683081704
"345",10.4676538180528,1.69812382902235
"346",10.482951373471,1.69743957910803
"347",10.5000169943263,1.69667151219108
"348",10.5112082790552,1.69608232739901
"349",10.5323801705998,1.69494959949145
"350",10.5360862605284,1.69472507569
"351",10.558091443559,1.69336782398099
"352",10.5647433468734,1.69294917630382
"353",10.5782003752514,1.69201057227197
"354",10.597006468805,1.69065332056296
"355",10.5971065231469,1.69064602617181
"356",10.6141435210336,1.68929606885395
"357",10.6294696994205,1.68803545597103
"358",10.6305729058101,1.68793881714493
"359",10.6459549099661,1.68658156543592
"360",10.6609011132234,1.6852243137269
"361",10.661832875694,1.68514012310856
"362",10.6753172786334,1.68386706201789
"363",10.6895404764892,1.68250981030888
"364",10.6941960519675,1.68207152290637
"365",10.7037401492927,1.68115255859986
"366",10.7180438431867,1.67979530689085
"367",10.7265592282411,1.67900813847391
"368",10.7327257171055,1.67843805518184
"369",10.7479654438093,1.67708080347282
"370",10.7589224045146,1.67614491716223
"371",10.7639687648168,1.67572355176381
"372",10.7811034256567,1.6743663000548
"373",10.7912855807882,1.67360352699165
"374",10.799581529027,1.67300904834578
"375",10.8196919193758,1.67165179663677
"376",10.8236487570617,1.67140103075686
"377",10.8422382587078,1.67029454492776
"378",10.8560119333352,1.66952260486639
"379",10.8673023789679,1.66893729321874
"380",10.8883751096088,1.66790359355109
"381",10.8955824626747,1.66758004150973
"382",10.9207382858823,1.66650227350945
"383",10.927894752671,1.66622278980072
"384",10.9531014621559,1.66527232768731
"385",10.9648767811184,1.6648655380917
"386",10.9854646384294,1.66416916712033
"387",11.0064607864272,1.66350828638269
"388",11.0178278147029,1.66315244303931
"389",11.0501909909765,1.66218725597124
"390",11.0514693284851,1.66215103467367
"391",11.08255416725,1.66125045216259
"392",11.0982645905818,1.66079378296466
"393",11.1149173435236,1.66029051918074
"394",11.1422449304564,1.65943653125565
"395",11.1472805197971,1.65927040843522
"396",11.1796436960707,1.65815058526596
"397",11.1815971102784,1.65807927954663
"398",11.2120068723442,1.6568845934924
"399",11.2158702394504,1.65672202783762
"400",11.2443700486177,1.65542464614041
"401",11.2456081164121,1.65536477612861
"402",11.2719780231225,1.65400752441959
"403",11.2767332248913,1.65374447442672
"404",11.2958764500705,1.65265027271058
"405",11.3090964011648,1.65184372985791
"406",11.3179843715215,1.65129302100157
"407",11.3389840335499,1.64993576929255
"408",11.3414595774384,1.64977202157514
"409",11.3597566672792,1.64857851758354
"410",11.3738227537119,1.64764036175167
"411",11.3802952243209,1.64722126587453
"412",11.4013618609379,1.64586401416551
"413",11.4061859299854,1.64555621975139
"414",11.4235057234727,1.6445067624565
"415",11.438549106259,1.6436117380736
"416",11.4467938530547,1.64314951074748
"417",11.4709122825325,1.64183711793165
"418",11.4717893675485,1.64179225903847
"419",11.4993300873488,1.64043500732946
"420",11.5032754588061,1.64024702375967
"421",11.529411617394,1.63907775562044
"422",11.5356386350796,1.63880880459193
"423",11.5621834410745,1.63772050391143
"424",11.5680018113531,1.63749000204159
"425",11.5974938791067,1.63636325220242
"426",11.6003649876267,1.63625702417078
"427",11.6327281639002,1.63508035089712
"428",11.634769297363,1.6350060004934
"429",11.6650913401738,1.63393444587644
"430",11.6730517538852,1.63364874878439
"431",11.6974545164473,1.63279673725821
"432",11.7115753413468,1.63229149707538
"433",11.7298176927208,1.63165494006518
"434",11.7499070726133,1.63093424536636
"435",11.7621808689944,1.63050374051586
"436",11.7879335797065,1.62957699365735
"437",11.7945440452679,1.62934370750658
"438",11.8257763629309,1.62821974194834
"439",11.8269072215415,1.62817967340338
"440",11.859270397815,1.62701989364824
"441",11.8636793971075,1.62686249023932
"442",11.8916335740885,1.62587051530726
"443",11.9020879485831,1.62550523853031
"444",11.9239967503621,1.62473803447699
"445",11.9412935143957,1.6241479868213
"446",11.9563599266356,1.62362776975937
"447",11.9814697852331,1.62279073511228
"448",11.9887231029092,1.62254324255012
"449",12.0210862791827,1.62148569846959
"450",12.022788026384,1.62143348340327
"451",12.0534494554563,1.62045120854028
"452",12.065849310135,1.62007623169425
"453",12.0858126317298,1.61943817160528
"454",12.1095964987382,1.61871897998524
"455",12.1181758080033,1.61844164161538
"456",12.1505389842769,1.6174512592221
"457",12.1536433608711,1.61736172827623
"458",12.1829021605504,1.61644801590272
"459",12.1975383456049,1.61600447656721
"460",12.215265336824,1.61541992864685
"461",12.239031671689,1.6146472248582
"462",12.2476285130975,1.61434267226634
"463",12.2772493120636,1.61328997314919
"464",12.279991689371,1.61318403474706
"465",12.3116837548713,1.61193272144017
"466",12.3123548656446,1.61190409128143
"467",12.3422281452269,1.61057546973116
"468",12.3447180419181,1.61045687424036
"469",12.3691666081131,1.60921821802215
"470",12.3770812181917,1.60879333733175
"471",12.3931065319437,1.60786096631313
"472",12.4094443944652,1.60686514859191
"473",12.4148325160179,1.60650371460412
"474",12.434393574416,1.60514646289511
"475",12.4418075707387,1.60461637423954
"476",12.4522546230377,1.60378921118609
"477",12.4690606399369,1.60243195947708
"478",12.4741707470123,1.60201311259775
"479",12.4844795089406,1.60107470776807
"480",12.499315834954,1.59971745605905
"481",12.5065339232858,1.59905682874283
"482",12.5134029432966,1.59836020435004
"483",12.5268891876909,1.59700295264102
"484",12.5388970995594,1.59581044643723
"485",12.5404055052919,1.59564570093201
"486",12.553035198364,1.594288449223
"487",12.5659640330033,1.59293119751398
"488",12.5712602758329,1.59238726757757
"489",12.5785563073986,1.59157394580497
"490",12.5910595994282,1.59021669409596
"491",12.6036234521064,1.588888962619
"492",12.6038842704157,1.58885944238694
"493",12.6161680109132,1.58750219067793
"494",12.6287741068159,1.58614493896892
"495",12.63598662838,1.58538404978729
"496",12.6413439798985,1.5847876872599
"497",12.6537712808136,1.58343043555089
"498",12.6663855294896,1.58207318384188
"499",12.6683498046535,1.5818638456156
"500",12.6786972330493,1.58071593213286
"501",12.6910185521529,1.57935868042385
"502",12.7007129809271,1.57829160508668
"503",12.7032735917921,1.57800142871483
"504",12.7152351711915,1.57664417700582
"505",12.7271082491465,1.57528692529681
"506",12.7330761572006,1.5745967469649
"507",12.7387425149698,1.57392967358779
"508",12.7501219607439,1.57257242187878
"509",12.7612881035188,1.57121517016977
"510",12.7654393334742,1.5707001967051
"511",12.7721849062358,1.56985791846075
"512",12.7828307283139,1.56850066675174
"513",12.7932150631756,1.56714341504273
"514",12.7978025097477,1.56652874060011
"515",12.8033711595282,1.56578616333371
"516",12.8133208106794,1.5644289116247
"517",12.8230246664528,1.56307165991569
"518",12.8301656860212,1.56204754550417
"519",12.8325239958269,1.56171440820667
"520",12.8419432921177,1.56035715649766
"521",12.8511639857383,1.55899990478865
"522",12.8601863551435,1.55764265307963
"523",12.8625288622948,1.55728375624297
"524",12.869205264548,1.55628540137062
"525",12.8781314158163,1.5549281496616
"526",12.886894370675,1.55357089795259
"527",12.8948920385683,1.55230788410746
"528",12.8955048085697,1.55221364624358
"529",12.9042187375881,1.55085639453456
"530",12.9127626827081,1.54949914282555
"531",12.9211135238193,1.54814189111654
"532",12.9272552148419,1.5471201182106
"533",12.9293198923345,1.54678463940752
"534",12.9375199520897,1.54542738769851
"535",12.9454681816214,1.5440701359895
"536",12.9531347684868,1.54271288428048
"537",12.9596183911154,1.54151966994491
"538",12.9605254057878,1.54135563257147
"539",12.9678289446845,1.53999838086246
"540",12.9747933717202,1.53864112915344
"541",12.9814008078934,1.53728387744443
"542",12.9876390934851,1.53592662573542
"543",12.9919815673889,1.53492770435468
"544",12.9935629475266,1.5345693740264
"545",12.9992841844951,1.53321212231739
"546",13.0046368114093,1.53185487060837
"547",13.009624534954,1.53049761889936
"548",13.0142548386041,1.52914036719035
"549",13.0185383389498,1.52778311548133
"550",13.022488179879,1.52642586377232
"551",13.0243447436625,1.52573960151973
"552",13.0262102436352,1.52506861206331
"553",13.0297201524489,1.52371136035429
"554",13.0329425266978,1.52235410864528
"555",13.0358944679428,1.52099685693627
"556",13.0385945270601,1.51963960522725
"557",13.0410626708415,1.51828235351824
"558",13.0433203031828,1.51692510180923
"559",13.045390320494,1.51556785010021
"560",13.0472971786207,1.5142105983912
"561",13.0490669473687,1.51285334668218
"562",13.0507273285833,1.51149609497317
"563",13.0523076146788,1.51013884326416
"564",13.0538385666686,1.50878159155514
"565",13.0553521942735,1.50742433984613
"566",13.056707919936,1.50622241777534
"567",13.0568936780623,1.50606708813712
"568",13.0585836485053,1.5047098364281
"569",13.0603617811521,1.50335258471909
"570",13.0622622714661,1.50199533301008
"571",13.0643177247048,1.50063808130106
"572",13.0665583038627,1.49928082959205
"573",13.0690108838924,1.49792357788304
"574",13.0716982618935,1.49656632617402
"575",13.0746384743638,1.49520907446501
"576",13.0778442695116,1.493851822756
"577",13.0813227748968,1.49249457104698
"578",13.0850753887499,1.49113731933797
"579",13.0890710962096,1.48978922574575
"580",13.0890998143717,1.48978006762895
"581",13.0936842906745,1.48842281591994
"582",13.0985268254221,1.48706556421093
"583",13.1036085828822,1.48570831250191
"584",13.1089077807055,1.4843510607929
"585",13.1144006265586,1.48299380908389
"586",13.1200622548485,1.48163655737487
"587",13.1214342724831,1.48131926548055
"588",13.1261890929086,1.48027930566586
"589",13.1325399336872,1.47892205395685
"590",13.1389908664496,1.47756480224783
"591",13.1455196518114,1.47620755053882
"592",13.1521059538798,1.47485029882981
"593",13.1537974487566,1.47450712719422
"594",13.1591040964111,1.47349304712079
"595",13.1662494929436,1.47213579541178
"596",13.1733973306614,1.47077854370276
"597",13.1805324215838,1.46942129199375
"598",13.1861606250302,1.46834923913672
"599",13.1877523471937,1.46806404028474
"600",13.1953449111626,1.46670678857572
"601",13.202862077113,1.46534953686671
"602",13.2102864129605,1.4639922851577
"603",13.2175998582586,1.46263503344868
"604",13.2185238013037,1.46246233268286
"605",13.2252117252029,1.46127778173967
"606",13.2327035502309,1.45992053003066
"607",13.2399887065689,1.45856327832164
"608",13.2470457526816,1.45720602661263
"609",13.2508869775773,1.45644537396281
"610",13.2540276336338,1.45584877490362
"611",13.2609341789607,1.4544915231946
"612",13.2675184893293,1.45313427148559
"613",13.2737682155221,1.45177701977658
"614",13.2796746305187,1.45041976806756
"615",13.2832501538508,1.44955251750095
"616",13.2853311664599,1.44906251635855
"617",13.2907932490538,1.44770526464953
"618",13.2958866103895,1.44634801294052
"619",13.3006210525479,1.44499076123151
"620",13.3050099649938,1.44363350952249
"621",13.3090699690661,1.44227625781348
"622",13.3128204879895,1.44091900610447
"623",13.3156133301243,1.43982829520057
"624",13.3163169082727,1.43956175439545
"625",13.3196772323302,1.43820450268644
"626",13.3227875532402,1.43684725097743
"627",13.325673995391,1.43548999926841
"628",13.3283628453642,1.4341327475594
"629",13.3308800942721,1.43277549585039
"630",13.3332510082567,1.43141824414137
"631",13.335499734291,1.43006099243236
"632",13.337648946457,1.42870374072335
"633",13.3397195358392,1.42734648901433
"634",13.341730345109,1.42598923730532
"635",13.3436979468582,1.4246319855963
"636",13.3456364628388,1.42327473388729
"637",13.3475574195795,1.42191748217828
"638",13.3479765063979,1.42162147145437
"639",13.34955439067,1.42056023046926
"640",13.351569103229,1.41920297876025
"641",13.3535802183585,1.41784572705124
"642",13.3555875644455,1.41648847534222
"643",13.3575879603878,1.41513122363321
"644",13.3595751668082,1.4137739719242
"645",13.3615398246273,1.41241672021518
"646",13.3634693763999,1.41105946850617
"647",13.3653479682826,1.40970221679716
"648",13.3671563331865,1.40834496508814
"649",13.3688716583784,1.40698771337913
"650",13.3704674432726,1.40563046167011
"651",13.3719133551459,1.4042732099611
"652",13.373175091755,1.40291595825209
"653",13.3742142601099,1.40155870654307
"654",13.3749882797794,1.40020145483406
"655",13.375450317002,1.39884420312505
"656",13.3755492525507,1.39748695141603
"657",13.3752296819255,1.39612969970702
"658",13.3744319412644,1.39477244799801
"659",13.3730921467721,1.39341519628899
"660",13.3711422298668,1.39205794457998
"661",13.3685099450959,1.39070069287097
"662",13.3651188235298,1.38934344116195
"663",13.360888041071,1.38798618945294
"664",13.3557321690172,1.38662893774393
"665",13.3495607731946,1.38527168603491
"666",13.3479765063979,1.38497131865138
"667",13.3425252636825,1.3839144343259
"668",13.33440746668,1.38255718261688
"669",13.3250377668672,1.38119993090787
"670",13.3156133301243,1.38000425754421
"671",13.3143511160019,1.37984267919886
"672",13.302565285259,1.37848542748984
"673",13.2892310064469,1.37712817578083
"674",13.2832501538508,1.37657745170292
"675",13.274424566185,1.37577092407182
"676",13.2579536297395,1.3744136723628
"677",13.2508869775773,1.37388218941738
"678",13.239628264587,1.37305642065379
"679",13.2191909854433,1.37169916894478
"680",13.2185238013037,1.37165789059509
"681",13.196265353662,1.37034191723576
"682",13.1861606250302,1.36979336925685
"683",13.1702916772639,1.36898466552675
"684",13.1537974487566,1.36820629074835
"685",13.1404809254327,1.36762741381774
"686",13.1214342724831,1.36685396492543
"687",13.1055092608117,1.36627016210872
"688",13.0890710962096,1.36570196639059
"689",13.0632329331141,1.36491291039971
"690",13.056707919936,1.3647231428478
"691",13.0243447436625,1.36389372335963
"692",13.0089963262435,1.36355565869069
"693",12.9919815673889,1.36319330318744
"694",12.9596183911154,1.36260495700671
"695",12.9328813510149,1.36219840698168
"696",9.81647981366253,1.36219840698168
