"","ConfRegionM","ConfRegionLambda"
"1",1.54140546165944,0.146019729179898
"2",1.54135563257147,0.161466274590113
"3",1.53999838086246,0.591696290100295
"4",1.53864112915344,1.03979999244724
"5",1.53728387744443,1.50600128998536
"6",1.53592662573542,1.99048528492952
"7",1.5345693740264,2.49338275862463
"8",1.53321212231739,3.01475100669223
"9",1.53185487060837,3.55455151472534
"10",1.53049761889936,4.11262531352
"11",1.52944208154423,4.55798177749801
"12",1.52914036719035,4.67539416749917
"13",1.52778311548133,5.20844270939689
"14",1.52642586377232,5.75635332774461
"15",1.52506861206331,6.3184446866172
"16",1.52371136035429,6.89383566224251
"17",1.52235410864528,7.48144077243728
"18",1.52099685693627,8.0799768591005
"19",1.51963960522725,8.68798321378108
"20",1.51900949663242,8.96994382581612
"21",1.51828235351824,9.27189932026986
"22",1.51692510180923,9.83402460966327
"23",1.51556785010021,10.3997462406974
"24",1.5142105983912,10.9676361133842
"25",1.51285334668218,11.5363819862723
"26",1.51149609497317,12.1048665144041
"27",1.51013884326416,12.6722454273061
"28",1.50878159155514,13.2380194909974
"29",1.50843052899858,13.3819058741342
"30",1.50742433984613,13.7622332246027
"31",1.50606708813712,14.2712381507141
"32",1.5047098364281,14.7794783999625
"33",1.50335258471909,15.2882201695923
"34",1.50199533301008,15.799125260505
"35",1.50063808130106,16.314219252852
"36",1.49928082959205,16.8358471424921
"37",1.49792357788304,17.3666200559534
"38",1.49685224589073,17.7938679224523
"39",1.49656632617402,17.8986185214808
"40",1.49520907446501,18.4044617210642
"41",1.493851822756,18.926685202002
"42",1.49249457104698,19.468098512193
"43",1.49113731933797,20.0314806417227
"44",1.48978006762895,20.6195506807605
"45",1.48842281591994,21.2349481092231
"46",1.48706556421093,21.8802229094096
"47",1.48640856329737,22.2058299707705
"48",1.48570831250191,22.5273644565135
"49",1.4843510607929,23.1781821775511
"50",1.48299380908389,23.8629432871873
"51",1.48163655737487,24.5836045808124
"52",1.48027930566586,25.3420880075445
"53",1.47892205395685,26.1403142087469
"54",1.47814427361136,26.6177920190886
"55",1.47756480224783,26.9518260253452
"56",1.47620755053882,27.7661898477218
"57",1.47485029882981,28.6226440372964
"58",1.47349304712079,29.5230803622706
"59",1.47213579541178,30.4695330367873
"60",1.47136366594646,31.0297540674067
"61",1.47077854370276,31.4335280568235
"62",1.46942129199375,32.4045293394298
"63",1.46806404028474,33.4240614653224
"64",1.46670678857572,34.4943808590813
"65",1.46555770964013,35.4417161157248
"66",1.46534953686671,35.6065091618014
"67",1.4639922851577,36.7085058170359
"68",1.46263503344868,37.8629415975349
"69",1.46127778173967,39.0718001223411
"70",1.46043002204344,39.8536781640429
"71",1.45992053003066,40.3069008519137
"72",1.45856327832164,41.5452717542401
"73",1.45720602661263,42.8354477759456
"74",1.45584877490362,44.1779802431101
"75",1.45576119904497,44.265640212361
"76",1.4544915231946,45.4879688929718
"77",1.45313427148559,46.8352802467185
"78",1.45177701977658,48.2240658652518
"79",1.45133831196785,48.6776022606791
"80",1.45041976806756,49.584233948449
"81",1.44906251635855,50.9412046015219
"82",1.44770526464953,52.3226967513124
"83",1.4469555686367,53.0895643089973
"84",1.44634801294052,53.6769318925405
"85",1.44499076123151,54.9841901018233
"86",1.44363350952249,56.2982090586969
"87",1.44239218465441,57.5015263573154
"88",1.44227625781348,57.6068758624007
"89",1.44091900610447,58.8169720409992
"90",1.43956175439545,60.0220571591051
"91",1.43820450268644,61.221093888481
"92",1.43741057270908,61.9134884056335
"93",1.43684725097743,62.3731721501744
"94",1.43548999926841,63.4624906291242
"95",1.4341327475594,64.5455582061913
"96",1.43277549585039,65.6239266612206
"97",1.43188470281356,66.3254504539516
"98",1.43141824414137,66.6729686755202
"99",1.43006099243236,67.6730005478632
"100",1.42870374072335,68.6773710214521
"101",1.42734648901433,69.6893294293821
"102",1.42598923730532,70.7122921425076
"103",1.42595566445307,70.7374125022697
