"","ConfRegionM","ConfRegionLambda"
"1",1.36204155963948,10.7080232565881
"2",1.36145644683889,10.6933506145789
"3",1.36100291380241,10.6827480393232
"4",1.36072996618822,10.6766618917166
"5",1.35996426796533,10.6606408467383
"6",1.35993052731365,10.6599731688544
"7",1.35904247130636,10.6432844459921
"8",1.35892562212825,10.6411988992142
"9",1.35805064710952,10.6265957231298
"10",1.35788697629117,10.6239882770902
"11",1.35693308287668,10.6099070002675
"12",1.3568483304541,10.6087047710825
"13",1.35580968461702,10.5951011830249
"14",1.35565259553038,10.5932182774053
"15",1.35477103877994,10.5829686356512
"16",1.35415782676214,10.576529554543
"17",1.35373239294287,10.5721669250578
"18",1.35269374710579,10.5625526161448
"19",1.35236858740982,10.5598408316807
"20",1.35165510126871,10.5539748882049
"21",1.35061645543163,10.5463777244181
"22",1.35012151985134,10.5431521088184
"23",1.34957780959456,10.5396258995259
"24",1.34853916375748,10.5336447046181
"25",1.3475005179204,10.5284062717514
"26",1.34706324361526,10.5264633859562
"27",1.34646187208332,10.5237728641059
"28",1.34542322624625,10.5197062142933
"29",1.34438458040917,10.5161869390067
"30",1.34334593457209,10.513159229274
"31",1.34230728873501,10.5105740584793
"32",1.34192792077192,10.5097746630939
"33",1.34126864289794,10.5083537409997
"34",1.34022999706086,10.5064857133319
"35",1.33919135122378,10.5049559902315
"36",1.33815270538671,10.5037344256165
"37",1.33711405954963,10.5027944605827
"38",1.33607541371255,10.5021125557876
"39",1.33503676787547,10.5016676398971
"40",1.3339981220384,10.5014405668076
"41",1.33295947620132,10.5014135759508
"42",1.33192083036424,10.5015697518786
"43",1.33088218452716,10.5018924817393
"44",1.32984353869009,10.5023649124283
"45",1.32880489285301,10.5029694133268
"46",1.32776624701593,10.5036870557401
"47",1.32672760117885,10.504497126357
"48",1.32568895534178,10.5053766989782
"49",1.3246503095047,10.5063002957376
"50",1.32361166366762,10.5072396750195
"51",1.32257301783054,10.5081637867669
"52",1.32153437199347,10.5090389351221
"53",1.32056639353226,10.5097746630939
"54",1.32049572615639,10.5098282962928
"55",1.31945708031931,10.5104853347272
"56",1.31841843448224,10.5109843806092
"57",1.31737978864516,10.5112882463567
"58",1.31634114280808,10.511361592207
