"ConfRegionR","ConfRegionM"
10.6005425867675,1.36215106068608
10.5885498566532,1.36294890416418
10.5795451818126,1.36358090058219
10.5715273260895,1.36418364810608
10.5610147205415,1.36501074047831
10.5545047955258,1.36556531812548
10.5446083174945,1.36644058037442
10.5374822649622,1.36713049168254
10.5300609076202,1.36787042027053
10.5204597343985,1.36892978098203
10.5171727313114,1.36930026016665
10.5057336419183,1.37073010006276
10.5034372038348,1.37105014454536
10.4955459895434,1.37215993995888
10.4866152849402,1.37358977985499
10.4864146732712,1.37362564244955
10.4785944245098,1.3750196197511
10.4716124426341,1.37644945964722
10.4693921427075,1.37696575291786
10.4654063991709,1.37787929954333
10.4599536230003,1.37930913943945
10.4552325948229,1.38073897933556
10.4523696121438,1.3817398323338
10.4511069443915,1.38216881923168
10.4474593043853,1.38359865912779
10.4443334855583,1.3850284990239
10.4416687514621,1.38645833892002
10.4394121458505,1.38788817881613
10.4375173238175,1.38931801871225
10.4359434670322,1.39074785860836
10.4353470815802,1.39141268065275
10.4346270380932,1.39217769850447
10.4335502611957,1.39360753840059
10.4327050914243,1.3950373782967
10.4320612629567,1.39646721819282
10.4315892071274,1.39789705808893
10.4312591525752,1.39932689798504
10.4310403193521,1.40075673788116
10.4309002588661,1.40218657777727
10.4308044013727,1.40361641767339
10.4307158754118,1.4050462575695
10.4305956556753,1.40647609746561
10.4304030747922,1.40790593736173
10.4300967002381,1.40933577725784
10.4296355331383,1.41076561715396
10.4289804379957,1.41219545705007
10.4280956709414,1.41362529694619
10.4269503491589,1.4150551368423
10.4255197032793,1.41648497673841
10.4237859801155,1.41791481663453
10.4217389108435,1.41934465653064
10.419375719786,1.42077449642676
10.4183245510165,1.4213311350944
10.4166556736388,1.42220433632287
10.413596778106,1.42363417621898
10.4102442574355,1.4250640161151
10.4066186433013,1.42649385601121
10.4027438462854,1.42792369590733
10.4013020204528,1.42841955764605
10.3985657389968,1.42935353580344
10.3941411269613,1.43078337569955
10.3895426618149,1.43221321559567
10.3848000555372,1.43364305549178
10.3842794898892,1.43379312470654
10.3797947744995,1.4350728953879
10.3746806742934,1.43650273528401
10.3695053597289,1.43793257518013
10.3672569593255,1.43854201672181
10.364184214278,1.43936241507624
10.3587706542605,1.44079225497235
10.3533794391663,1.44222209486847
10.3502344287618,1.44305663903844
10.3479439788404,1.44365193476458
10.3424523845876,1.4450817746607
10.3370655895987,1.44651161455681
10.3332118981982,1.44755413752785
10.3317421282537,1.44794145445292
10.326397362992,1.44937129434904
10.3212345258339,1.45080113424515
10.316272825755,1.45223097414127
10.3161893676345,1.4522556995818
10.3112958993805,1.45366081403738
10.3065618540317,1.45509065393349
10.3020868514009,1.45652049382961
10.2991668370708,1.4575081083823
10.2978125831908,1.45795033372572
10.2936774270267,1.45938017362184
10.289839190359,1.46081001351795
10.2862983808137,1.46223985341407
10.2830527187577,1.46366969331018
10.2821443065072,1.46410543797948
10.2799899419626,1.46509953320629
10.2771803018725,1.46652937310241
10.2746606356387,1.46795921299852
10.2724167523313,1.46938905289464
10.2704317086526,1.47081889279075
10.2686858240985,1.47224873268686
10.2671567288692,1.47367857258298
10.2658194752921,1.47510841247909
10.2651217759435,1.47595685186928
10.2646227121882,1.47653825237521
10.2635333670946,1.47796809227132
10.2625543201045,1.47939793216743
10.2616519024866,1.48082777206355
10.2607923682767,1.48225761195966
10.2599428553488,1.48368745185578
10.2590724525328,1.48511729175189
10.2581533180767,1.48654713164801
10.2571617797874,1.48797697154412
10.2560793383052,1.48940681144023
10.2548934944949,1.49083665133635
10.2535983311073,1.49226649123246
10.2521947973521,1.49369633112858
10.250690670782,1.49512617102469
10.2491002004188,1.4965560109208
10.2480992453798,1.49741878635811
10.2474115315835,1.49798585081692
10.2456320050926,1.49941569071303
10.2438414692324,1.50084553060915
10.2420735396824,1.50227537050526
10.2403635849933,1.50370521040137
10.2387476198495,1.50513505029749
10.237261327169,1.5065648901936
10.235939243299,1.50799473008972
10.2348141203723,1.50942456998583
10.2339164621238,1.51085440988194
10.2332742155395,1.51228424977806
10.2329125912087,1.51371408967417
10.2328539801015,1.51514392957029
10.2331179331853,1.5165737694664
10.2337211721219,1.51800360936252
10.2346776035364,1.51943344925863
10.2359983153719,1.52086328915474
10.2376915411134,1.52229312905086
10.2397625857287,1.52372296894697
10.242213715595,1.52515280884309
10.2450440229777,1.5265826487392
10.2480992453798,1.52794667951743
10.2482452866221,1.52801248863531
10.2517272585633,1.52944232853143
10.2555652573899,1.53087216842754
10.2597456319409,1.53230200832366
10.2642510294288,1.53373184821977
10.2651217759435,1.53399472732104
10.26899456797,1.53516168811588
10.2740083445206,1.536591528012
10.279281294338,1.53802136790811
10.2821443065072,1.53877179410052
10.2847594039497,1.53945120780423
10.2904155457034,1.54088104770034
10.2962476737548,1.54231088759646
10.2991668370708,1.5430155282912
10.3022162367929,1.54374072749257
10.3082967948927,1.54517056738868
10.3144684305786,1.5466004072848
10.3161893676345,1.54699981334363
10.3207216843681,1.54803024718091
10.3270259926919,1.54946008707703
10.3332118981982,1.55085861126521
10.3333540662988,1.55088992697314
10.3397476553111,1.55231976686925
10.3461332961262,1.55374960676537
10.3502344287618,1.55467625914461
10.3525320724274,1.55517944666148
10.3589617260468,1.5566092865576
10.3653551616247,1.55803912645371
10.3672569593255,1.55847232671377
10.3717890095095,1.55946896634982
10.3782091340392,1.56089880624594
10.3842794898892,1.56226250137929
10.3845850747469,1.56232864614205
10.3910243352349,1.56375848603817
10.3973997410009,1.56518832593428
10.4013020204528,1.56607791284061
10.4037564733739,1.5666181658304
10.4101075576091,1.56804800572651
10.4163781933294,1.56947784562262
10.4183245510165,1.56993176254819
10.4226282233271,1.57090768551874
10.4288095215756,1.57233752541485
10.4349033759524,1.57376736531097
10.4353470815802,1.57387392119179
10.4409507139869,1.57519720520708
10.4469147425366,1.57662704510319
10.4523696121438,1.57794942778304
10.4528160159533,1.57805688499931
10.4586570348876,1.57948672489542
10.4644666575085,1.58091656479154
10.4693921427075,1.58212911477209
10.4702712625456,1.58234640468765
10.4760514714019,1.58377624458376
10.4818835241628,1.58520608447988
10.4864146732712,1.58630255491199
