"","ConfRegionM","ConfRegionLambda"
"1",1.36215106068608,634.629706341106
"2",1.36234022175964,636.262404952766
"3",1.36285647231468,640.577985413798
"4",1.36339837765504,644.893565874831
"5",1.36358090058219,646.298637633335
"6",1.36398317758837,649.209146335863
"7",1.36460797740663,653.524726796896
"8",1.36501074047831,656.177071941082
"9",1.36528289947235,657.840307257928
"10",1.36602208120448,662.155887718961
"11",1.36644058037442,664.476724841099
"12",1.36683331249684,666.471468179993
"13",1.36772751103149,670.787048641026
"14",1.36787042027053,671.44753336912
"15",1.36874507922755,675.102629102058
"16",1.36930026016665,677.317815098181
"17",1.36989005573177,679.418209563091
"18",1.37073010006276,682.301503170579
"19",1.37120365477623,683.733790024123
"20",1.37215993995888,686.551193434157
"21",1.37274403373774,688.049370485156
"22",1.37358977985499,690.187390086416
"23",1.37458987392041,692.364950946188
"24",1.3750196197511,693.298836933711
"25",1.37644945964722,695.952409370824
"26",1.37691744724173,696.680531407221
"27",1.37787929954333,698.204480407995
"28",1.37930913943945,700.084086573205
"29",1.38016793679185,700.996111868253
"30",1.38073897933556,701.62625161494
"31",1.38216881923168,702.859608388543
"32",1.38359865912779,703.78435947559
"33",1.3850284990239,704.414042015371
"34",1.38645833892002,704.757392756513
"35",1.38788817881613,704.818296884256
"36",1.38931801871225,704.595777830301
"37",1.39074785860836,704.084144597185
"38",1.39217769850447,703.273456681783
"39",1.39360753840059,702.150511036726
"40",1.39475682481289,700.996111868253
"41",1.3950373782967,700.716522126075
"42",1.39646721819282,699.030125115764
"43",1.39789705808893,697.028326428077
"44",1.39811894457494,696.680531407221
"45",1.39932689798504,694.849273185466
"46",1.40075673788116,692.433551551998
"47",1.40079468583506,692.364950946188
"48",1.40218657777727,689.986617189443
"49",1.40325480231165,688.049370485156
"50",1.40361641767339,687.436770925863
"51",1.4050462575695,684.940198673169
"52",1.40572252633625,683.733790024123
"53",1.40647609746561,682.49566202529
"54",1.40790593736173,680.133910059702
"55",1.4083397107469,679.418209563091
"56",1.40933577725784,677.913047804583
"57",1.41076561715396,675.778125205036
"58",1.41122299972774,675.102629102058
"59",1.41219545705007,673.783711275268
"60",1.41362529694619,671.872494127754
"61",1.41444634696592,670.787048641026
"62",1.4150551368423,670.041015794573
"63",1.41648497673841,668.288626689896
"64",1.41791481663453,666.537423703456
"65",1.41796751286853,666.471468179993
"66",1.41934465653064,664.845128501356
"67",1.42077449642676,663.11249361534
"68",1.42153312679206,662.155887718961
"69",1.42220433632287,661.343249182571
"70",1.42363417621898,659.512565828684
"71",1.42486177724253,657.840307257928
"72",1.4250640161151,657.570936583824
"73",1.42649385601121,655.517184226516
"74",1.42777304660448,653.524726796896
"75",1.42792369590733,653.291154474904
"76",1.42935353580344,650.877755679716
"77",1.43025773720124,649.209146335863
"78",1.43078337569955,648.227480560437
"79",1.43221321559567,645.305089232402
"80",1.43239868316606,644.893565874831
"81",1.43364305549178,642.059402152507
"82",1.434241114477,640.577985413798
"83",1.4350728953879,638.446296484925
"84",1.43586163970192,636.262404952766
"85",1.43650273528401,634.414934109506
"86",1.43730244227791,631.946824491733
"87",1.43793257518013,629.91539708688
"88",1.43860088711151,627.631244030701
"89",1.43936241507624,624.909727449188
"90",1.43978776062576,623.315663569668
"91",1.44079225497235,619.386364591304
"92",1.44088748240599,619.000083108636
"93",1.44191658689409,614.684502647603
"94",1.44222209486847,613.3606926447
"95",1.44289750717831,610.368922186571
"96",1.44365193476458,606.941536720441
"97",1.44384523747654,606.053341725538
"98",1.44477388182846,601.737761264506
"99",1.4450817746607,600.300671999822
"100",1.44569942639512,597.422180803473
"101",1.44651161455681,593.664181149607
"102",1.44663338622165,593.106600342441
"103",1.44759623496863,588.791019881408
"104",1.44794145445292,587.290065353563
"105",1.44860231788685,584.475439420376
"106",1.44937129434904,581.335846595926
"107",1.44966732949148,580.159858959344
"108",1.45080113424515,575.885613009646
"109",1.45081246891539,575.844278498311
"110",1.45206849785311,571.528698037279
"111",1.45223097414127,571.005497537303
"112",1.45345480854468,567.213117576246
"113",1.45366081403738,566.616578281469
"114",1.45499929109137,562.897537115214
"115",1.45509065393349,562.660316131481
"116",1.45652049382961,559.101835575209
"117",1.4567389129809,558.581956654181
"118",1.45795033372572,555.874724312143
"119",1.45870213015668,554.266376193149
"120",1.45938017362184,552.896588260155
"121",1.46081001351795,550.122722180388
"122",1.46090242733905,549.950795732116
"123",1.46223985341407,547.57495536412
"124",1.46336922283559,545.635215271084
"125",1.46366969331018,545.137404875807
"126",1.46509953320629,542.840966809527
"127",1.46606966086189,541.319634810051
"128",1.46652937310241,540.613166386035
"129",1.46795921299852,538.456856583972
"130",1.46893152132107,537.004054349019
"131",1.46938905289464,536.322178878223
"132",1.47081889279075,534.198903288912
"133",1.47182609425102,532.688473887986
"134",1.47224873268686,532.044221809426
"135",1.47367857258298,529.833680744293
"136",1.47459639920399,528.372893426954
"137",1.47510841247909,527.528277952934
"138",1.47653825237521,525.086171288192
"139",1.47711632660559,524.057312965921
"140",1.47796809227132,522.455950205621
"141",1.47933066488969,519.741732504889
"142",1.47939793216743,519.598423311215
