Nested Sampling Global Log-Evidence           :   -0.363775994369280743E+05  +/-    0.210081969668754309E+00

Dim No.       Mean        Sigma
   1    0.331106660523180940E+00    0.824022024027845287E-02
   2    0.111457641416933662E+01    0.922173556576837555E-01
   3    0.105505802855604394E+02    0.959687117113298571E+00
   4    0.103289339484354836E+01    0.740270226617955746E-01
   5    0.247601273762215834E+01    0.636692545510310487E-01
   6    0.140200152541090944E+00    0.161857391960665564E-01
   7    0.610746579727770822E+01    0.888059683267153864E-02
   8    0.277685008655740084E+01    0.225974503202147868E-01
   9    0.294266050462751005E+00    0.344844783742884256E-01
  10    0.609621078041527387E+01    0.788360559592417819E-02
  11    0.123674117349671597E+01    0.172550775272653834E+00
  12    0.958634983300191257E+00    0.981539063571652132E-01
  13    0.266818802357095930E+00    0.188785223760004423E+00
  14    0.913294421026388248E+00    0.920485616488452285E-01
  15    0.462317572268559740E+00    0.132566248015402550E-02
  16   -0.496754520711028380E+00    0.150938712706922395E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.348751155702215876E+00
   2    0.103294431172294976E+01
   3    0.981522109314775548E+01
   4    0.104860498964431881E+01
   5    0.244498792159884992E+01
   6    0.168083974736171260E+00
   7    0.610868652846111893E+01
   8    0.274060301833420672E+01
   9    0.320724659708215953E+00
  10    0.610510762602139412E+01
  11    0.920496398762401635E+00
  12    0.883752721718489287E+00
  13    0.328176102479018905E-01
  14    0.674443311162279180E+00
  15    0.461605060384064902E+00
  16   -0.498408995889837558E+00

MAP Parameters
Dim No.        Parameter
   1    0.342544092380843157E+00
   2    0.107093894083146424E+01
   3    0.102737146297724564E+02
   4    0.103945015599038459E+01
   5    0.242374477489932216E+01
   6    0.138228632151455810E+00
   7    0.610122166393319176E+01
   8    0.277004572099482882E+01
   9    0.297914069672503667E+00
  10    0.609800850341031886E+01
  11    0.105524836007412559E+01
  12    0.932754127284138645E+00
  13    0.552605433456949235E+00
  14    0.887709578848618230E+00
  15    0.461268878864752985E+00
  16   -0.497865407663631299E+00
