    0.322321531386443871E+00    0.124409483446051672E+01    0.124826994213709206E+02    0.111109049071656729E+01    0.215984496589584918E+01    0.856613711621149465E-01    0.115055324677720922E+00    0.539216581030014375E+01    0.607690523560686735E+01    0.265778712489409941E+01    0.166415407870228738E+00    0.228035516389676896E+00    0.513507146312307849E+01    0.609491705226584468E+01    0.550785606079382317E+00    0.921645641976023389E+00    0.147387696076838159E+00    0.994623732209189870E+00    0.451728100112397835E+00    0.499258280372481322E+00   -0.363389648150462817E+05
    0.328634135180143672E+00    0.112282109245692907E+01    0.119127105079810942E+02    0.116753134627014177E+01    0.236595841135765328E+01    0.166596194737001213E-01    0.961859165573277913E-01    0.533663150320251045E+01    0.608182036482673727E+01    0.267582719922846701E+01    0.198724940454229421E+00    0.257002376822639655E+00    0.552390425768434401E+01    0.608684049785193437E+01    0.100841930911176925E+01    0.902373781307659772E+00    0.432389085361027603E+00    0.107274535368988433E+01    0.457469720037329330E+00    0.498130331933507087E+00   -0.363366312562553794E+05
    0.323558057998955484E+00    0.170511325499193100E+01    0.146127484761763249E+02    0.792246247887794963E+00    0.220473174635618285E+01    0.341673109794706290E-01    0.795256781367385396E-01    0.604941222375682752E+01    0.613322794103033253E+01    0.259027125526826874E+01    0.254752271045642020E+00    0.308041922912932864E+00    0.567160321999258166E+01    0.611635701933180709E+01    0.927706305198814141E+00    0.971687209083495484E+00    0.376545251102455958E+00    0.107126911653944346E+01    0.455569452641244377E+00   -0.497797879387676945E+00   -0.363352447062360734E+05
    0.331879594464484229E+00    0.158436192309191370E+01    0.146711451082662343E+02    0.792781862243520763E+00    0.205910315312153536E+01    0.373027097013877429E-01    0.698935656144427653E-01    0.600306102465234481E+01    0.614001776758696050E+01    0.241016891434317104E+01    0.311535873152024245E+00    0.333441114520545423E+00    0.529392444343556612E+01    0.613141432757315830E+01    0.347629984691750660E+00    0.956732679283640364E+00    0.337168305958597647E+00    0.102818954342664481E+01    0.454897687317367905E+00    0.496875913974430317E+00   -0.363351723684573226E+05
    0.324724505192457047E+00    0.135580267105671703E+01    0.134156271291038784E+02    0.107352405521658167E+01    0.237838723766904714E+01    0.251214499221236141E-01    0.887327771350774064E-01    0.570791546280756457E+01    0.610288971307757144E+01    0.274907228279092308E+01    0.207070525775481518E+00    0.273616525570816338E+00    0.557801236738355755E+01    0.609864229648074296E+01    0.958828070478593975E+00    0.101458357722521630E+01    0.858447409286390017E-01    0.104724761995551252E+01    0.459817198462241228E+00   -0.498992936390798114E+00   -0.363351407656121810E+05
    0.311384198296837722E+00    0.128356229567412128E+01    0.137706822658701480E+02    0.101830602492589772E+01    0.205573066636131374E+01    0.976027272311067937E-02    0.707283615431677087E-01    0.538314002953262616E+01    0.607805573153602197E+01    0.267679752370083213E+01    0.277831378620181313E+00    0.330308573945960193E+00    0.565331437918220470E+01    0.609199174363633755E+01    0.907175816262625556E+00    0.103523059699887154E+01    0.617705736077888909E-01    0.863327617121385948E+00    0.452188021217730940E+00   -0.499234411111894705E+00   -0.363349472993819290E+05
    0.316860381248332823E+00    0.130165841295445972E+01    0.124335212716103971E+02    0.103529086057946240E+01    0.241673220077655992E+01    0.719200757922097145E-01    0.126131526845120773E+00    0.515671650162243278E+01    0.610494772420647891E+01    0.265451785261939488E+01    0.215704191005788803E+00    0.278270511031598888E+00    0.512507253795704720E+01    0.609986667207430244E+01    0.925475954203276996E+00    0.102328571770900578E+01    0.165708106474921540E+00    0.894034530138436700E+00    0.462153514933497656E+00   -0.498713378808468000E+00   -0.363346942469489659E+05
    0.319365248966188453E+00    0.145952195799279183E+01    0.128203373534173437E+02    0.853081291659933516E+00    0.213260001052429704E+01    0.220794829294595450E-01    0.858706427787179760E-01    0.597117875091949024E+01    0.610425768171625194E+01    0.243984397540809184E+01    0.278222075369441268E+00    0.303840746170015052E+00    0.574333145260976696E+01    0.612980824721889128E+01    0.854111467163587323E+00    0.940820670686759564E+00    0.225018680863182746E+00    0.106521394226673838E+01    0.455612159554696250E+00    0.494751750207966912E+00   -0.363344003370915088E+05
    0.332294348644557924E+00    0.139785921022590687E+01    0.131392386233612122E+02    0.106340471771826572E+01    0.232915948688285424E+01    0.682312337387591117E-01    0.101967221306560177E+00    0.557518175690444728E+01    0.611334745559999515E+01    0.267640921212840333E+01    0.177068247599020845E+00    0.230378882892295106E+00    0.544981987284677771E+01    0.610834344990597256E+01    0.564540460448816117E+00    0.100602731094181941E+01    0.285984953370185202E+00    0.120292826904370398E+01    0.455330045552511442E+00   -0.499985854004906582E+00   -0.363342291185476206E+05
    0.321553980864291433E+00    0.155553889981110971E+01    0.141161705994759821E+02    0.106868941640223647E+01    0.246179461881911932E+01    0.421827041004261064E-01    0.879292247090810580E-01    0.607472426503840524E+01    0.611956051818332458E+01    0.266808976608180703E+01    0.127575384335287700E+00    0.186542800086533289E+00    0.532185696561870625E+01    0.611578247232488703E+01    0.882828195841623420E+00    0.960933946485906465E+00    0.279217241003015468E-01    0.997137761208554130E+00    0.458234290882206019E+00    0.497941247301993517E+00   -0.363340261706465753E+05
    0.319521446644626284E+00    0.123542180340014607E+01    0.109862313121078827E+02    0.993303233787581008E+00    0.223187717008154340E+01    0.400068398703433206E-01    0.107983587185458557E+00    0.522440545302206782E+01    0.610375307323022920E+01    0.261551638540005538E+01    0.241020483768584093E+00    0.301764118633017608E+00    0.542174343920010848E+01    0.611142764271911076E+01    0.871316970018246595E+00    0.843871848712677508E+00    0.374261265949576927E+00    0.100115039819399598E+01    0.458799138290275965E+00    0.496679395162716641E+00   -0.363338822159249321E+05
