    0.343269193939888417E+00    0.124433392352421679E+01    0.103635540422568866E+02    0.693882668025740501E+00    0.231775278435788268E+01    0.181136700118661870E+00    0.611958819223937400E+01    0.270926420782997912E+01    0.478755849874165140E+00    0.609013844488554668E+01    0.171451840211853490E+01    0.888438803470779748E+00    0.588440437749445877E+00    0.927661478164054309E+00    0.464275430983002724E+00   -0.496597789613878127E+00   -0.363468061581896181E+05
    0.336187353296093450E+00    0.119185110779086667E+01    0.107939761605809750E+02    0.996041484236425245E+00    0.239671137217282348E+01    0.119441777129762713E+00    0.611944009228130792E+01    0.278708407965036420E+01    0.300435656236741289E+00    0.610175394842922891E+01    0.143177772669365044E+01    0.954596247092197370E+00    0.678260647462428423E+00    0.930702934036526708E+00    0.463183492909643446E+00   -0.495810494178870353E+00   -0.363459056755478014E+05
    0.332839314106339157E+00    0.137389597857088730E+01    0.139687184728664988E+02    0.112968675464100143E+01    0.245840652374236912E+01    0.832517832399910368E-01    0.610600969843364894E+01    0.282517928397495277E+01    0.200467531237048607E+00    0.609274170039264540E+01    0.118880835747210600E+01    0.113993574829961730E+01    0.378506445376262157E+00    0.105636169966308735E+01    0.459695134183601639E+00   -0.495117569985806250E+00   -0.363452078231007981E+05
    0.330294178647723924E+00    0.107034127586765804E+01    0.116811595352630402E+02    0.117873615535592990E+01    0.242372333428043651E+01    0.920364429934417555E-01    0.608918413157821536E+01    0.276399992234700287E+01    0.189934039300062890E+00    0.608954851583484746E+01    0.978207158951241884E+00    0.102862710475180608E+01    0.419392491967421011E+00    0.114108959708119762E+01    0.456027603096798795E+00   -0.497271268511682574E+00   -0.363451717685289914E+05
    0.331644576373149313E+00    0.125951678895489083E+01    0.114168067995917415E+02    0.917109093933755282E+00    0.228661166543038386E+01    0.112743563942602890E+00    0.610803623103538840E+01    0.278177408471145915E+01    0.352572503379734170E+00    0.608716217925055680E+01    0.149989500312020940E+01    0.936145497296550944E+00    0.866900365918688021E+00    0.101997636959256699E+01    0.461550069706840871E+00   -0.496561677988283989E+00   -0.363444697330805284E+05
    0.318795542004426169E+00    0.102113282941693084E+01    0.932651899546507934E+01    0.101435477386287243E+01    0.249777304314429260E+01    0.148934566263605017E+00    0.611737990488176475E+01    0.273991442371796179E+01    0.295770718381022923E+00    0.609482290176763719E+01    0.147063223238037755E+01    0.982238295971413877E+00    0.105445886369787772E+00    0.934224989086117064E+00    0.462261591825609663E+00   -0.498333223900536249E+00   -0.363442342298813528E+05
    0.338745051466057601E+00    0.153712626240198658E+01    0.125872898279885455E+02    0.799100617783197853E+00    0.233534794284167457E+01    0.120142945557630082E+00    0.612689919565123908E+01    0.278343428767175460E+01    0.367210759631099337E+00    0.610128084193284526E+01    0.145777651610284531E+01    0.894639174325411290E+00    0.506185305539076369E+00    0.103031691682163951E+01    0.461467080317491063E+00   -0.495686847228871352E+00   -0.363441431950198967E+05
    0.315603508298909319E+00    0.129827639475833290E+01    0.128837641182005669E+02    0.110822651590085219E+01    0.258542843683482548E+01    0.119990849763112889E+00    0.610123951165026401E+01    0.280032603851293427E+01    0.227332943786866082E+00    0.608529552263233064E+01    0.114197873537956651E+01    0.917841101318174424E+00    0.309211477569759752E+00    0.889258164361422909E+00    0.462082548629478507E+00   -0.495283714340138514E+00   -0.363440493425835230E+05
    0.322643557677383175E+00    0.109202944726998363E+01    0.115291599270851517E+02    0.115307495622791190E+01    0.254046455092680068E+01    0.123667329450925290E+00    0.609311708487653192E+01    0.281094478218254951E+01    0.254386241591376183E+00    0.607733417121090724E+01    0.132297157206651450E+01    0.978230502560234361E+00    0.414615796864292285E+00    0.926258182428887578E+00    0.461617851941683921E+00   -0.496669652038318143E+00   -0.363438720902881032E+05
    0.330052313174079293E+00    0.133561173473190542E+01    0.112257571586756768E+02    0.924289147164664593E+00    0.246052960899720352E+01    0.155765100220476294E+00    0.610665298395372869E+01    0.274519463584273193E+01    0.313436677350736659E+00    0.609492152213968463E+01    0.145293782943841654E+01    0.837036420485148591E+00    0.835813438032800948E+00    0.876410004324344016E+00    0.462559210362659678E+00   -0.496473028366596125E+00   -0.363437571152575911E+05
    0.324165420217546518E+00    0.130140237108048429E+01    0.127331360268033897E+02    0.107205230920738992E+01    0.255778716855228483E+01    0.111326538454272081E+00    0.611713989304883299E+01    0.281644483942644186E+01    0.241660171461321044E+00    0.609609430752757753E+01    0.131946443794819568E+01    0.964814141006077763E+00    0.873778313833453946E+00    0.983156180194225349E+00    0.464048407306007049E+00   -0.493433727794008070E+00   -0.363436931871363195E+05
    0.334417540076029973E+00    0.113452024386005146E+01    0.107911338143130173E+02    0.107682853458963290E+01    0.247492611005256791E+01    0.137219643666689928E+00    0.609632348117558109E+01    0.278750806609218760E+01    0.283303005238702166E+00    0.608826877656062848E+01    0.133214736197775463E+01    0.879540361752044419E+00    0.665924105895313145E+00    0.970186141543261438E+00    0.463930761383468560E+00   -0.499018281551953491E+00   -0.363436913258226050E+05
    0.327119239189874123E+00    0.120123897929903078E+01    0.109429226049253892E+02    0.762179259694959477E+00    0.223793901079548352E+01    0.133091179538192383E+00    0.610692583789070298E+01    0.276021123770968035E+01    0.470806008197828085E+00    0.607978957948709020E+01    0.153688529634985249E+01    0.930255041302889496E+00    0.221787012328714672E+00    0.951661833923553191E+00    0.460637053760120097E+00   -0.495660690482734867E+00   -0.363434285781087819E+05
    0.323602966720738683E+00    0.135124816471322817E+01    0.126903145663879222E+02    0.108816721731633059E+01    0.248002786763027849E+01    0.106651273378615380E+00    0.610856423170656093E+01    0.278897252547632712E+01    0.213635821202560305E+00    0.610636171394233074E+01    0.103695042669733994E+01    0.986202692446422335E+00    0.375371302972545784E+00    0.800240260876968312E+00    0.461186648938082588E+00   -0.497262639182588728E+00   -0.363432133320011271E+05
    0.342100078320501821E+00    0.116888767257756587E+01    0.120104998244743744E+02    0.112908326178738450E+01    0.249378535150181513E+01    0.116447287402709168E+00    0.609619171877410082E+01    0.279378102539472239E+01    0.242207003613135047E+00    0.608605349994598654E+01    0.154496248330630714E+01    0.104078690975377364E+01    0.763004454816963440E+00    0.823745704185335659E+00    0.461237843092522248E+00   -0.494753454467963150E+00   -0.363431495072222460E+05
    0.324559023159204096E+00    0.129098440857799868E+01    0.124586929002808660E+02    0.101930764585640121E+01    0.250051503341933667E+01    0.123503434429528672E+00    0.610185236227016414E+01    0.281825844354735056E+01    0.296002093473800354E+00    0.608424626101750743E+01    0.174903820801555443E+01    0.976284072518180279E+00    0.320855303799757574E+00    0.977560798995726010E+00    0.463265361910106588E+00   -0.495491925826727742E+00   -0.363431402651879762E+05
    0.323944487826172633E+00    0.104388322862091476E+01    0.104204508919512762E+02    0.110458796450256580E+01    0.241333559040593748E+01    0.119450137147050217E+00    0.608852921452259555E+01    0.280043580282219162E+01    0.272878803667819803E+00    0.608598407651412643E+01    0.139936413488648492E+01    0.101651633335740854E+01    0.585733292148667095E+00    0.101580244193298785E+01    0.458894869947397255E+00   -0.498963837734040405E+00   -0.363430903095920075E+05
    0.315954818814894511E+00    0.130159593025868281E+01    0.146146176062445541E+02    0.118163041280437930E+01    0.259293625358538549E+01    0.104894478631126262E+00    0.608782125581982481E+01    0.283335425625741388E+01    0.221011660773269891E+00    0.606554325074330158E+01    0.143419958162079331E+01    0.876389044074463941E+00    0.209673696750974359E+00    0.922928849743483326E+00    0.463062751748177903E+00   -0.496121352415670680E+00   -0.363430282929824607E+05
    0.331260160520281455E+00    0.138587989399955691E+01    0.129208151247667331E+02    0.104504159951942843E+01    0.259639827916847787E+01    0.128696620134878759E+00    0.612425543985102205E+01    0.278724842961414776E+01    0.238848712020542725E+00    0.610640525698760062E+01    0.123539383008895998E+01    0.856751117555897723E+00    0.404746744784355350E+00    0.820622954332095200E+00    0.463892471151717833E+00   -0.497332777863522368E+00   -0.363429840123238027E+05
    0.332040616624971918E+00    0.102492589922610100E+01    0.919622237976611956E+01    0.940229001018857535E+00    0.235550438817995911E+01    0.135936471199362974E+00    0.610365891778334291E+01    0.274786790195998298E+01    0.328539313768465124E+00    0.609505363191456873E+01    0.116777381990366669E+01    0.103384518298052486E+01    0.206303250526952087E+00    0.120106991438043442E+01    0.459800296081656401E+00   -0.497120496391474820E+00   -0.363429709328634126E+05
    0.331886243537977577E+00    0.129377454022557936E+01    0.107073625548374309E+02    0.815123082724029335E+00    0.244458970615851223E+01    0.156894222223328716E+00    0.612705955674206848E+01    0.274330663730739621E+01    0.363967173590624027E+00    0.610122230560711465E+01    0.148571929619530363E+01    0.116597751839825303E+01    0.322635521227812527E+00    0.895600673445316242E+00    0.464010117588105953E+00   -0.495721727995375283E+00   -0.363428426636848744E+05
    0.332238183999175318E+00    0.128831149010831969E+01    0.123178117679243648E+02    0.109253055546833266E+01    0.252082800100100979E+01    0.130682180934108411E+00    0.610203412954080715E+01    0.275541831797521120E+01    0.233720932464849818E+00    0.609528996666888734E+01    0.137555173282019227E+01    0.649685691933241105E+00    0.247165901613795702E+00    0.828685942092712513E+00    0.458989870084286378E+00   -0.499507845462619615E+00   -0.363428077171647092E+05
    0.332187401589126630E+00    0.118109667963531240E+01    0.988273175432464512E+01    0.899127535287438717E+00    0.255315974937414447E+01    0.181896546521299357E+00    0.611474044829981622E+01    0.274261327626080487E+01    0.318367598669913265E+00    0.610258068676861409E+01    0.122192479770540685E+01    0.899991090563703411E+00    0.775758487969734345E-01    0.104997997590435332E+01    0.466114110563710105E+00   -0.496638200525462814E+00   -0.363426429681503068E+05
    0.348269291093406153E+00    0.109006410712083834E+01    0.855900289687645000E+01    0.832393363881140491E+00    0.243101763912554070E+01    0.182146304782461271E+00    0.614489269371617031E+01    0.268098434012518494E+01    0.338671772358790313E+00    0.613205073551514879E+01    0.969488114826403402E+00    0.964262286766060961E+00    0.170367504061835401E+00    0.890280049681017371E+00    0.463661695734002399E+00   -0.498728499576765349E+00   -0.363426405135302630E+05
    0.325344203385753039E+00    0.145887265314919468E+01    0.136244328719072598E+02    0.100917967903261752E+01    0.249517656563078427E+01    0.120360824114516943E+00    0.610021249978552849E+01    0.277093040059245244E+01    0.267717567394062217E+00    0.607673046922128712E+01    0.168312257366283680E+01    0.891160449569689872E+00    0.181982937190051847E+00    0.849477309397374869E+00    0.459529191316810692E+00   -0.494965269430600152E+00   -0.363425432847082629E+05
    0.318702912756414380E+00    0.111400115914322462E+01    0.979596230603345219E+01    0.101077641211133851E+01    0.263244032239156667E+01    0.171395868910031807E+00    0.612365482346419299E+01    0.277553462448886412E+01    0.280540885244136728E+00    0.610663249654563778E+01    0.133264475706868413E+01    0.953124022268495685E+00    0.580980416115707277E+00    0.100940007924205721E+01    0.467399884179869884E+00   -0.497383032004809267E+00   -0.363424503970903024E+05
    0.305331020202669001E+00    0.106240986410348204E+01    0.123807657110857168E+02    0.122630423305484726E+01    0.255607616022250905E+01    0.923093881807579147E-01    0.609887421475525393E+01    0.280384302232218774E+01    0.174263455723625088E+00    0.609487649398305020E+01    0.893370854349024857E+00    0.951464899667369690E+00    0.117513751018203327E+00    0.986636798493966571E+00    0.460370268155180118E+00   -0.497306406068177109E+00   -0.363424188149601177E+05
    0.335737402859854817E+00    0.127748180911958320E+01    0.129381204498762088E+02    0.101768967821167577E+01    0.232496655582085765E+01    0.948562995945811671E-01    0.608876283419884601E+01    0.282075598669884053E+01    0.311078556932359640E+00    0.607045730805597561E+01    0.141551452456641580E+01    0.103461124675549510E+01    0.388624059593744631E+00    0.111921235911282024E+01    0.459607131967340932E+00   -0.493443157903971197E+00   -0.363423734418222739E+05
    0.314429237485263469E+00    0.125191659759039653E+01    0.128094422952248124E+02    0.111764184530832034E+01    0.253224529543079990E+01    0.101922844629110693E+00    0.610970825170685483E+01    0.282235905837667822E+01    0.222789535600481731E+00    0.609765508893939767E+01    0.113227664847996867E+01    0.905660278176679601E+00    0.317268773590968389E+00    0.939645380592847856E+00    0.462615603829988675E+00   -0.495868448824504093E+00   -0.363422989597729684E+05
    0.331927761596263637E+00    0.113572419334756436E+01    0.124968416052905127E+02    0.118006710713880825E+01    0.263477838079346505E+01    0.126077564472767106E+00    0.609779393278783743E+01    0.278802082950094432E+01    0.201969033497116895E+00    0.609495168031671231E+01    0.113949878876569843E+01    0.871845667302000304E+00    0.550728281149820420E+00    0.993433707262145527E+00    0.462837986116994893E+00   -0.496176915040730138E+00   -0.363422893573659821E+05
